Vset[DAC]   V[V]      dVRMS[mV]   dVpp[mV]   I[A]     dIRMS[mA]   dIpp[mA]   R[ohm]   T[C]     State      Timestamp
  130      -4.7488      0.00        0.00    0.066500     0.000     0.000    71.410    26.569     0b111    20190604T162016401785
  120      -4.4988      0.00        0.00    0.063006     0.019     0.062    71.402    26.569     0b111    20190604T162017361018
  110      -4.1225      0.00        0.00    0.057875     0.000     0.000    71.231    26.601     0b111    20190604T162018323556
  100      -3.7477      0.50        1.25    0.052687     0.000     0.000    71.132    26.569     0b111    20190604T162019293042
   90      -3.3738      0.00        0.00    0.047563     0.000     0.000    70.933    26.569     0b111    20190604T162020260026
   80      -2.9988      0.00        0.00    0.042375     0.000     0.000    70.767    26.569     0b111    20190604T162021232224
   70      -2.6238      0.00        0.00    0.037231     0.029     0.063    70.472    26.569     0b111    20190604T162022196554
   60      -2.2462      0.00        0.00    0.032063     0.000     0.000    70.058    26.569     0b111    20190604T162023155085
   50      -1.8713      0.00        0.00    0.026875     0.000     0.000    69.628    26.569     0b111    20190604T162024114600
   40      -1.4963      0.00        0.00    0.021706     0.029     0.062    68.932    26.569     0b111    20190604T162025074672
   30      -1.1213      0.00        0.00    0.016563     0.000     0.000    67.698    26.569     0b111    20190604T162026034163
   20      -0.7462      0.00        0.00    0.011438     0.000     0.000    65.246    26.538     0b111    20190604T162026992516
   10      -0.3712      0.00        0.00    0.006250     0.000     0.000    59.400    26.569     0b111    20190604T162027951888
    0      -0.0000      0.00        0.00    0.001100     0.031     0.062    -0.000    26.569     0b111    20190604T162028910467
