Vset[DAC]   V[V]      dVRMS[mV]   dVpp[mV]   I[A]     dIRMS[mA]   dIpp[mA]   R[ohm]   T[C]     State      Timestamp
  130      -4.7893      0.61        1.25    0.064625     0.000     0.000    74.108    24.350     0b111    20190619T132011638391
  120      -4.6647      0.50        1.25    0.062875     0.000     0.000    74.191    24.382     0b111    20190619T132012608818
  110      -4.2750      0.00        0.00    0.057619     0.019     0.063    74.195    24.382     0b111    20190619T132013571844
  100      -3.8861      0.37        1.25    0.052312     0.000     0.000    74.287    24.350     0b111    20190619T132014534850
   90      -3.4975      0.00        0.00    0.047063     0.000     0.000    74.316    24.382     0b111    20190619T132015498822
   80      -3.1088      0.00        0.00    0.041800     0.025     0.063    74.372    24.382     0b111    20190619T132016465178
   70      -2.7199      0.38        1.25    0.036500     0.000     0.000    74.517    24.350     0b111    20190619T132017429034
   60      -2.3285      0.50        1.25    0.031250     0.000     0.000    74.512    24.382     0b111    20190619T132018393517
   50      -1.9392      0.61        1.25    0.025981     0.029     0.063    74.640    24.382     0b111    20190619T132019360462
   40      -1.5500      0.00        0.00    0.020744     0.019     0.063    74.721    24.382     0b111    20190619T132020328131
   30      -1.1623      0.50        1.25    0.015500     0.000     0.000    74.984    24.382     0b111    20190619T132021293776
   20      -0.7725      0.00        0.00    0.010275     0.031     0.063    75.182    24.350     0b111    20190619T132022258708
   10      -0.3838      0.00        0.00    0.005044     0.029     0.063    76.084    24.382     0b111    20190619T132023224288
    0      -0.0000      0.00        0.00    0.000000     0.000     0.000     1.000    24.382     0b111    20190619T132024189050
