Vset[DAC]   V[V]      dVRMS[mV]   dVpp[mV]   I[A]     dIRMS[mA]   dIpp[mA]   R[ohm]   T[C]     State      Timestamp
  130      -4.7912      0.00        0.00    0.080706     0.029     0.063    59.367    25.016    0b1001    20181008T115410969719
  120      -4.5412      0.00        0.00    0.076438     0.000     0.000    59.411    24.984    0b1001    20181008T115412020765
  110      -4.1613      0.00        0.00    0.070000     0.000     0.000    59.446    25.016    0b1001    20181008T115413069879
  100      -3.7825      0.00        0.00    0.063687     0.000     0.000    59.392    25.016    0b1001    20181008T115414119911
   90      -3.4037      0.00        0.00    0.057313     0.000     0.000    59.389    25.016    0b1001    20181008T115415170873
   80      -3.0250      0.00        0.00    0.051000     0.000     0.000    59.314    25.016    0b1001    20181008T115416220960
   70      -2.6463      0.00        0.00    0.044687     0.000     0.000    59.217    25.016    0b1001    20181008T115417272815
   60      -2.2650      0.00        0.00    0.038312     0.000     0.000    59.119    25.016    0b1001    20181008T115418323562
   50      -1.8862      0.00        0.00    0.032012     0.025     0.063    58.922    25.048    0b1001    20181008T115419374062
   40      -1.5087      0.00        0.00    0.025750     0.000     0.000    58.592    25.048    0b1001    20181008T115420424755
   30      -1.1300      0.00        0.00    0.019437     0.000     0.000    58.135    25.016    0b1001    20181008T115421475500
   20      -0.7514      0.38        1.25    0.013188     0.000     0.000    56.976    25.048    0b1001    20181008T115422528607
   10      -0.3746      0.57        1.25    0.006931     0.019     0.063    54.049    25.016    0b1001    20181008T115423577710
    0      -0.0000      0.00        0.00    0.000675     0.025     0.062    -0.000    25.048    0b1001    20181008T115424628322
