Vset[DAC]   V[V]      dVRMS[mV]   dVpp[mV]   I[A]     dIRMS[mA]   dIpp[mA]   R[ohm]   T[C]     State      Timestamp
  130      -4.7800      0.00        0.00    0.069187     0.000     0.000    69.088    24.477    0b1111    20181011T174914836898
  120      -4.5550      0.00        0.00    0.065813     0.000     0.000    69.212    24.509    0b1111    20181011T174915793003
  110      -4.1750      0.00        0.00    0.060250     0.000     0.000    69.295    24.509    0b1111    20181011T174916749076
  100      -3.7950      0.00        0.00    0.054656     0.031     0.063    69.434    24.540    0b1111    20181011T174917705693
   90      -3.4163      0.00        0.00    0.049063     0.000     0.000    69.631    24.509    0b1111    20181011T174918661813
   80      -3.0362      0.00        0.00    0.043500     0.000     0.000    69.799    24.509    0b1111    20181011T174919617306
   70      -2.6562      0.00        0.00    0.037938     0.000     0.000    70.016    24.540    0b1111    20181011T174920571289
   60      -2.2738      0.00        0.00    0.032313     0.000     0.000    70.368    24.540    0b1111    20181011T174921527659
   50      -1.8946      0.57        1.25    0.026750     0.000     0.000    70.827    24.509    0b1111    20181011T174922486786
   40      -1.5150      0.00        0.00    0.021188     0.000     0.000    71.504    24.540    0b1111    20181011T174923441829
   30      -1.1350      0.00        0.00    0.015625     0.000     0.000    72.640    24.572    0b1111    20181011T174924398237
   20      -0.7550      0.00        0.00    0.010125     0.000     0.000    74.568    24.540    0b1111    20181011T174925356220
   10      -0.3759      0.57        1.25    0.004562     0.000     0.000    82.384    24.540    0b1111    20181011T174926310822
    0      -0.0000      0.00        0.00    0.000000     0.000     0.000     1.000    24.540    0b1111    20181011T174927266781
