Vset[DAC]   V[V]      dVRMS[mV]   dVpp[mV]   I[A]     dIRMS[mA]   dIpp[mA]   R[ohm]   T[C]     State      Timestamp
  130      -4.7600      0.00        0.00    0.072425     0.025     0.063    65.723    31.230    0b1111    20190611T164953060519
  120      -4.6650      0.00        0.00    0.071000     0.000     0.000    65.704    31.262    0b1111    20190611T164954018727
  110      -4.2750      0.00        0.00    0.065250     0.000     0.000    65.517    31.262    0b1111    20190611T164954987534
  100      -3.8862      0.00        0.00    0.059500     0.000     0.000    65.315    31.262    0b1111    20190611T164955954864
   90      -3.4988      0.00        0.00    0.053812     0.000     0.000    65.017    31.294    0b1111    20190611T164956912977
   80      -3.1100      0.00        0.00    0.048063     0.000     0.000    64.707    31.230    0b1111    20190611T164957869790
   70      -2.7213      0.00        0.00    0.042350     0.031     0.063    64.256    31.262    0b1111    20190611T164958829526
   60      -2.3300      0.00        0.00    0.036575     0.025     0.063    63.705    31.325    0b1111    20190611T164959788184
   50      -1.9407      0.61        1.25    0.030856     0.029     0.063    62.896    31.294    0b1111    20190611T165000746289
   40      -1.5512      0.00        0.00    0.025125     0.000     0.000    61.741    31.294    0b1111    20190611T165001704024
   30      -1.1625      0.00        0.00    0.019375     0.000     0.000    60.000    31.294    0b1111    20190611T165002662631
   20      -0.7727      0.50        1.25    0.013688     0.000     0.000    56.457    31.294    0b1111    20190611T165003623263
   10      -0.3838      0.00        0.00    0.007938     0.000     0.000    48.346    31.294    0b1111    20190611T165004585607
    0      -0.0000      0.00        0.00    0.002213     0.031     0.062    -0.000    31.325    0b1111    20190611T165005543736
