Vset[DAC]   V[V]      dVRMS[mV]   dVpp[mV]   I[A]     dIRMS[mA]   dIpp[mA]   R[ohm]   T[C]     State      Timestamp
  130      -4.7488      0.00        0.00    0.081325     0.025     0.063    58.392    24.952    0b1001    20190531T150939277063
  120      -4.7375      0.00        0.00    0.081125     0.000     0.000    58.398    24.952    0b1001    20190531T150940233024
  110      -4.3700      0.00        0.00    0.075000     0.000     0.000    58.267    24.984    0b1001    20190531T150941191301
  100      -3.9737      0.00        0.00    0.068438     0.000     0.000    58.064    24.952    0b1001    20190531T150942149623
   90      -3.5771      0.57        1.25    0.061875     0.000     0.000    57.812    24.984    0b1001    20190531T150943104981
   80      -3.1800      0.00        0.00    0.055313     0.000     0.000    57.492    24.984    0b1001    20190531T150944062601
   70      -2.7816      0.57        1.25    0.048719     0.031     0.063    57.096    24.952    0b1001    20190531T150945022363
   60      -2.3825      0.00        0.00    0.042125     0.000     0.000    56.558    24.984    0b1001    20190531T150945981701
   50      -1.9860      0.50        1.25    0.035563     0.000     0.000    55.845    24.952    0b1001    20190531T150946940438
   40      -1.5888      0.00        0.00    0.029000     0.000     0.000    54.784    24.984    0b1001    20190531T150947897893
   30      -1.1912      0.00        0.00    0.022413     0.031     0.063    53.151    24.984    0b1001    20190531T150948856185
   20      -0.7938      0.00        0.00    0.015875     0.000     0.000    50.000    24.984    0b1001    20190531T150949818052
   10      -0.3963      0.00        0.00    0.009306     0.019     0.063    42.579    24.984    0b1001    20190531T150950774608
    0      -0.0000      0.00        0.00    0.002694     0.019     0.063    -0.000    24.952    0b1001    20190531T150951731257
