Vset[DAC]   V[V]      dVRMS[mV]   dVpp[mV]   I[A]     dIRMS[mA]   dIpp[mA]   R[ohm]   T[C]     State      Timestamp
  130      -4.7512      0.00        0.00    0.076313     0.000     0.000    62.260    23.970    0b1111    20190417T120711390490
  120      -4.6538      0.00        0.00    0.074844     0.031     0.062    62.180    23.970    0b1111    20190417T120712345353
  110      -4.2650      0.00        0.00    0.069063     0.000     0.000    61.756    23.970    0b1111    20190417T120713302328
  100      -3.8775      0.00        0.00    0.063313     0.000     0.000    61.244    23.970    0b1111    20190417T120714258968
   90      -3.4905      0.61        1.25    0.057563     0.000     0.000    60.638    23.938    0b1111    20190417T120715213545
   80      -3.1030      0.61        1.25    0.051769     0.029     0.063    59.940    23.970    0b1111    20190417T120716168283
   70      -2.7159      0.57        1.25    0.046000     0.000     0.000    59.041    23.938    0b1111    20190417T120717123640
   60      -2.3257      0.61        1.25    0.040250     0.000     0.000    57.783    23.970    0b1111    20190417T120718079836
   50      -1.9371      0.57        1.25    0.034444     0.019     0.063    56.240    23.970    0b1111    20190417T120719035074
   40      -1.5488      0.00        0.00    0.028687     0.000     0.000    53.987    23.970    0b1111    20190417T120719988847
   30      -1.1613      0.00        0.00    0.022937     0.000     0.000    50.627    24.001    0b1111    20190417T120720944041
   20      -0.7725      0.00        0.00    0.017187     0.000     0.000    44.945    23.970    0b1111    20190417T120721899153
   10      -0.3856      0.62        1.25    0.011438     0.000     0.000    33.716    23.970    0b1111    20190417T120722857406
    0      -0.0000      0.00        0.00    0.005687     0.000     0.000    -0.000    23.970    0b1111    20190417T120723812747
