Vset[DAC]   V[V]      dVRMS[mV]   dVpp[mV]   I[A]     dIRMS[mA]   dIpp[mA]   R[ohm]   T[C]     State      Timestamp
  130      -4.7975      0.00        0.00    0.063562     0.000     0.000    75.477    24.033     0b111    20190530T143308920658
  120      -4.5350      0.00        0.00    0.060000     0.000     0.000    75.583    24.033     0b111    20190530T143309877890
  110      -4.1562      0.00        0.00    0.054850     0.031     0.062    75.775    24.033     0b111    20190530T143310836649
  100      -3.7786      0.38        1.25    0.049694     0.019     0.063    76.038    24.033     0b111    20190530T143311794945
   90      -3.4010      0.50        1.25    0.044606     0.029     0.063    76.245    24.033     0b111    20190530T143312756716
   80      -3.0225      0.00        0.00    0.039487     0.025     0.063    76.543    24.033     0b111    20190530T143313717578
   70      -2.6450      0.00        0.00    0.034375     0.000     0.000    76.945    24.065     0b111    20190530T143314677345
   60      -2.2646      0.57        1.25    0.029187     0.000     0.000    77.589    24.065     0b111    20190530T143315637789
   50      -1.8862      0.00        0.00    0.024106     0.029     0.063    78.247    24.033     0b111    20190530T143316597867
   40      -1.5087      0.00        0.00    0.019000     0.000     0.000    79.408    24.033     0b111    20190530T143317554180
   30      -1.1312      0.00        0.00    0.013875     0.000     0.000    81.532    24.033     0b111    20190530T143318525651
   20      -0.7525      0.00        0.00    0.008812     0.000     0.000    85.390    24.033     0b111    20190530T143319490853
   10      -0.3750      0.00        0.00    0.003719     0.031     0.063   100.840    24.033     0b111    20190530T143320452681
    0      -0.0000      0.00        0.00    0.000000     0.000     0.000     1.000    24.033     0b111    20190530T143321409076
