Vset[DAC]   V[V]      dVRMS[mV]   dVpp[mV]   I[A]     dIRMS[mA]   dIpp[mA]   R[ohm]   T[C]     State      Timestamp
  130      -4.7663      0.00        0.00    0.076625     0.000     0.000    62.202    23.462    0b1111    20190603T123115202143
  120      -4.6027      0.50        1.25    0.074219     0.031     0.063    62.016    23.431    0b1111    20190603T123116159755
  110      -4.2176      0.37        1.25    0.068625     0.000     0.000    61.459    23.462    0b1111    20190603T123117119455
  100      -3.8341      0.57        1.25    0.063056     0.019     0.062    60.805    23.462    0b1111    20190603T123118080224
   90      -3.4513      0.00        0.00    0.057437     0.000     0.000    60.087    23.462    0b1111    20190603T123119039090
   80      -3.0675      0.00        0.00    0.051875     0.000     0.000    59.133    23.494    0b1111    20190603T123119996328
   70      -2.6831      0.62        1.25    0.046294     0.029     0.063    57.959    23.494    0b1111    20190603T123120953049
   60      -2.2963      0.00        0.00    0.040687     0.000     0.000    56.436    23.494    0b1111    20190603T123121910435
   50      -1.9125      0.00        0.00    0.035094     0.031     0.063    54.497    23.462    0b1111    20190603T123122868236
   40      -1.5286      0.37        1.25    0.029500     0.000     0.000    51.818    23.494    0b1111    20190603T123123825138
   30      -1.1441      0.57        1.25    0.023938     0.000     0.000    47.796    23.526    0b1111    20190603T123124783849
   20      -0.7600      0.00        0.00    0.018394     0.029     0.063    41.318    23.494    0b1111    20190603T123125744859
   10      -0.3763      0.00        0.00    0.012813     0.000     0.000    29.366    23.494    0b1111    20190603T123126707049
    0      -0.0000      0.00        0.00    0.007250     0.000     0.000    -0.000    23.462    0b1111    20190603T123127665952
