Vset[DAC]   V[V]      dVRMS[mV]   dVpp[mV]   I[A]     dIRMS[mA]   dIpp[mA]   R[ohm]   T[C]     State      Timestamp
  130      -4.7713      0.00        0.00    0.047563     0.000     0.000   100.315    25.269       0b0    20190522T160825838190
  120      -4.5862      0.00        0.00    0.045537     0.031     0.063   100.714    25.269       0b0    20190522T160826796085
  110      -4.2025      0.00        0.00    0.041438     0.000     0.000   101.418    25.269       0b0    20190522T160827755025
  100      -3.8200      0.00        0.00    0.037375     0.000     0.000   102.207    25.269       0b0    20190522T160828715304
   90      -3.4375      0.00        0.00    0.033300     0.025     0.063   103.228    25.269       0b0    20190522T160829674293
   80      -3.0550      0.00        0.00    0.029187     0.000     0.000   104.668    25.238       0b0    20190522T160830630922
   70      -2.6714      0.37        1.25    0.025125     0.000     0.000   106.323    25.269       0b0    20190522T160831588126
   60      -2.2862      0.00        0.00    0.021063     0.000     0.000   108.546    25.269       0b0    20190522T160832553366
   50      -1.9050      0.00        0.00    0.017000     0.000     0.000   112.059    25.238       0b0    20190522T160833511349
   40      -1.5226      0.37        1.25    0.012938     0.000     0.000   117.691    25.269       0b0    20190522T160834470684
   30      -1.1412      0.00        0.00    0.008913     0.031     0.063   128.050    25.269       0b0    20190522T160835429054
   20      -0.7599      0.37        1.25    0.004937     0.000     0.000   153.899    25.238       0b0    20190522T160836388802
   10      -0.3775      0.00        0.00    0.000875     0.000     0.000   431.429    25.269       0b0    20190522T160837348622
    0      -0.0000      0.00        0.00    0.000000     0.000     0.000     1.000    25.238       0b0    20190522T160838308149
