Vset[DAC]   V[V]      dVRMS[mV]   dVpp[mV]   I[A]     dIRMS[mA]   dIpp[mA]   R[ohm]   T[C]     State      Timestamp
  130      -4.8025      0.00        0.00    0.047906     0.031     0.063   100.248    24.287       0b0    20190410T110733846282
  120      -4.6756      0.63        1.25    0.046562     0.000     0.000   100.416    24.255       0b0    20190410T110734804882
  110      -4.2839      0.37        1.25    0.042438     0.000     0.000   100.946    24.223       0b0    20190410T110735761991
  100      -3.8939      0.37        1.25    0.038312     0.000     0.000   101.635    24.223       0b0    20190410T110736718977
   90      -3.5050      0.00        0.00    0.034187     0.000     0.000   102.523    24.255       0b0    20190410T110737677212
   80      -3.1148      0.50        1.25    0.030062     0.000     0.000   103.609    24.255       0b0    20190410T110738634565
   70      -2.7239      0.38        1.25    0.026000     0.000     0.000   104.764    24.255       0b0    20190410T110739589521
   60      -2.3325      0.00        0.00    0.021875     0.000     0.000   106.629    24.255       0b0    20190410T110740545354
   50      -1.9425      0.00        0.00    0.017750     0.000     0.000   109.437    24.223       0b0    20190410T110741501627
   40      -1.5538      0.00        0.00    0.013688     0.000     0.000   113.516    24.223       0b0    20190410T110742458361
   30      -1.1638      0.00        0.00    0.009562     0.000     0.000   121.699    24.223       0b0    20190410T110743413843
   20      -0.7750      0.00        0.00    0.005544     0.029     0.063   139.797    24.192       0b0    20190410T110744370913
   10      -0.3850      0.00        0.00    0.001437     0.000     0.000   267.826    24.255       0b0    20190410T110745328044
    0      -0.0000      0.00        0.00    0.000000     0.000     0.000     1.000    24.223       0b0    20190410T110746284514
