Vset[DAC]   V[V]      dVRMS[mV]   dVpp[mV]   I[A]     dIRMS[mA]   dIpp[mA]   R[ohm]   T[C]     State      Timestamp
  130      -4.7925      0.00        0.00    0.043812     0.000     0.000   109.387    24.413       0b0    20190528T134933678875
  120      -4.6053      0.50        1.25    0.041806     0.019     0.063   110.157    24.413       0b0    20190528T134934636975
  110      -4.2200      0.00        0.00    0.037687     0.000     0.000   111.973    24.413       0b0    20190528T134935593287
  100      -3.8363      0.00        0.00    0.033625     0.000     0.000   114.089    24.413       0b0    20190528T134936548539
   90      -3.4525      0.00        0.00    0.029544     0.029     0.063   116.861    24.382       0b0    20190528T134937506386
   80      -3.0688      0.00        0.00    0.025438     0.000     0.000   120.639    24.413       0b0    20190528T134938462536
   70      -2.6844      0.63        1.25    0.021375     0.000     0.000   125.585    24.413       0b0    20190528T134939419647
   60      -2.2979      0.57        1.25    0.017300     0.025     0.063   132.825    24.413       0b0    20190528T134940375006
   50      -1.9147      0.50        1.25    0.013250     0.000     0.000   144.509    24.382       0b0    20190528T134941331575
   40      -1.5312      0.00        0.00    0.009187     0.000     0.000   166.667    24.382       0b0    20190528T134942290725
   30      -1.1475      0.00        0.00    0.005125     0.000     0.000   223.902    24.382       0b0    20190528T134943245795
   20      -0.7638      0.00        0.00    0.001125     0.000     0.000   678.889    24.382       0b0    20190528T134944204556
   10      -0.3800      0.00        0.00    0.000000     0.000     0.000     1.000    24.413       0b0    20190528T134945169070
    0      -0.0000      0.00        0.00    0.000000     0.000     0.000     1.000    24.413       0b0    20190528T134946130165
