Vset[DAC]   V[V]      dVRMS[mV]   dVpp[mV]   I[A]     dIRMS[mA]   dIpp[mA]   R[ohm]   T[C]     State      Timestamp
  130      -4.7563      0.00        0.00    0.070231     0.029     0.063    67.723    28.757    0b1111    20190612T101036807273
  120      -4.4738      0.00        0.00    0.065975     0.031     0.062    67.810    28.757    0b1111    20190612T101037762957
  110      -4.1000      0.00        0.00    0.060437     0.000     0.000    67.839    28.757    0b1111    20190612T101038730484
  100      -3.7269      0.62        1.25    0.054938     0.000     0.000    67.838    28.757    0b1111    20190612T101039688919
   90      -3.3540      0.50        1.25    0.049438     0.000     0.000    67.843    28.789    0b1111    20190612T101040648340
   80      -2.9812      0.00        0.00    0.043938     0.000     0.000    67.852    28.789    0b1111    20190612T101041606557
   70      -2.6086      0.38        1.25    0.038438     0.000     0.000    67.867    28.789    0b1111    20190612T101042564793
   60      -2.2331      0.63        1.25    0.032931     0.019     0.063    67.812    28.789    0b1111    20190612T101043522781
   50      -1.8601      0.37        1.25    0.027431     0.019     0.062    67.810    28.789    0b1111    20190612T101044480862
   40      -1.4875      0.00        0.00    0.021938     0.000     0.000    67.806    28.821    0b1111    20190612T101045441856
   30      -1.1150      0.00        0.00    0.016437     0.000     0.000    67.833    28.789    0b1111    20190612T101046401109
   20      -0.7412      0.00        0.00    0.011000     0.000     0.000    67.386    28.789    0b1111    20190612T101047360468
   10      -0.3687      0.00        0.00    0.005525     0.031     0.063    66.742    28.821    0b1111    20190612T101048315917
    0      -0.0000      0.00        0.00    0.000063     0.000     0.000    -0.000    28.821    0b1111    20190612T101049274274
