Vset[DAC]   V[V]      dVRMS[mV]   dVpp[mV]   I[A]     dIRMS[mA]   dIpp[mA]   R[ohm]   T[C]     State      Timestamp
  130      -4.7375      0.00        0.00    0.086125     0.000     0.000    55.007    24.509    0b1001    20190529T140558929408
  120      -4.5572      0.50        1.25    0.083000     0.000     0.000    54.907    24.540    0b1001    20190529T140559889547
  110      -4.1763      0.00        0.00    0.076500     0.000     0.000    54.592    24.509    0b1001    20190529T140600848717
  100      -3.7970      0.61        1.25    0.070063     0.000     0.000    54.194    24.540    0b1001    20190529T140601806949
   90      -3.4175      0.00        0.00    0.063562     0.000     0.000    53.766    24.540    0b1001    20190529T140602763940
   80      -3.0379      0.57        1.25    0.057125     0.000     0.000    53.179    24.540    0b1001    20190529T140603722673
   70      -2.6581      0.62        1.25    0.050662     0.031     0.063    52.467    24.572    0b1001    20190529T140604683031
   60      -2.2763      0.00        0.00    0.044144     0.029     0.063    51.564    24.540    0b1001    20190529T140605639267
   50      -1.8969      0.62        1.25    0.037706     0.029     0.063    50.307    24.540    0b1001    20190529T140606597847
   40      -1.5175      0.00        0.00    0.031262     0.025     0.063    48.541    24.540    0b1001    20190529T140607555471
   30      -1.1379      0.57        1.25    0.024813     0.000     0.000    45.859    24.540    0b1001    20190529T140608516804
   20      -0.7588      0.00        0.00    0.018437     0.000     0.000    41.153    24.540    0b1001    20190529T140609475936
   10      -0.3799      0.37        1.25    0.012000     0.000     0.000    31.656    24.540    0b1001    20190529T140610434568
    0      -0.0000      0.00        0.00    0.005556     0.019     0.063    -0.000    24.572    0b1001    20190529T140611393634
