Vset[DAC]   V[V]      dVRMS[mV]   dVpp[mV]   I[A]     dIRMS[mA]   dIpp[mA]   R[ohm]   T[C]     State      Timestamp
  130      -4.7875      0.00        0.00    0.054312     0.000     0.000    88.147    23.938     0b111    20190626T152313134293
  120      -4.6209      0.57        1.25    0.052000     0.000     0.000    88.863    23.970     0b111    20190626T152314098723
  110      -4.2350      0.00        0.00    0.046812     0.000     0.000    90.467    23.938     0b111    20190626T152315063967
  100      -3.8500      0.00        0.00    0.041563     0.000     0.000    92.632    23.938     0b111    20190626T152316026430
   90      -3.4662      0.00        0.00    0.036350     0.031     0.063    95.358    23.938     0b111    20190626T152316991984
   80      -3.0813      0.00        0.00    0.031125     0.000     0.000    98.996    23.970     0b111    20190626T152317954919
   70      -2.6962      0.00        0.00    0.025925     0.025     0.063   104.002    24.001     0b111    20190626T152318921488
   60      -2.3097      0.50        1.25    0.020675     0.025     0.063   111.717    23.970     0b111    20190626T152319884767
   50      -1.9239      0.37        1.25    0.015438     0.000     0.000   124.623    23.970     0b111    20190626T152320848998
   40      -1.5390      0.50        1.25    0.010244     0.019     0.063   150.238    23.970     0b111    20190626T152321815699
   30      -1.1546      0.57        1.25    0.005000     0.000     0.000   230.925    23.970     0b111    20190626T152322785525
   20      -0.7687      0.00        0.00    0.000000     0.000     0.000     1.000    23.970     0b111    20190626T152323750825
   10      -0.3838      0.00        0.00    0.000000     0.000     0.000     1.000    23.970     0b111    20190626T152324715926
    0      -0.0000      0.00        0.00    0.000000     0.000     0.000     1.000    23.970     0b111    20190626T152325681183
