Vset[DAC]   V[V]      dVRMS[mV]   dVpp[mV]   I[A]     dIRMS[mA]   dIpp[mA]   R[ohm]   T[C]     State      Timestamp
  130      -4.7725      0.00        0.00    0.070881     0.019     0.063    67.331    24.287    0b1001    20190528T155008758526
  120      -4.4639      0.37        1.25    0.065562     0.000     0.000    68.086    24.318    0b1001    20190528T155009715425
  110      -4.0906      0.63        1.25    0.059181     0.019     0.063    69.120    24.318    0b1001    20190528T155010672924
  100      -3.7188      0.00        0.00    0.052812     0.000     0.000    70.414    24.287    0b1001    20190528T155011627639
   90      -3.3475      0.00        0.00    0.046425     0.025     0.063    72.106    24.318    0b1001    20190528T155012585329
   80      -2.9750      0.00        0.00    0.040063     0.000     0.000    74.259    28.377    0b1001    20190528T155013543605
   70      -2.6027      0.50        1.25    0.033687     0.000     0.000    77.262    24.318    0b1001    20190528T155014502717
   60      -2.2288      0.00        0.00    0.027312     0.000     0.000    81.602    24.350    0b1001    20190528T155015459449
   50      -1.8562      0.00        0.00    0.020944     0.019     0.062    88.630    24.350    0b1001    20190528T155016415783
   40      -1.4845      0.61        1.25    0.014625     0.000     0.000   101.504    24.350    0b1001    20190528T155017374545
   30      -1.1125      0.00        0.00    0.008287     0.031     0.063   134.238    24.318    0b1001    20190528T155018333655
   20      -0.7400      0.00        0.00    0.002000     0.000     0.000   370.000    24.350    0b1001    20190528T155019289103
   10      -0.3687      0.00        0.00    0.000000     0.000     0.000     1.000    24.318    0b1001    20190528T155020245632
    0      -0.0000      0.00        0.00    0.000000     0.000     0.000     1.000    24.350    0b1001    20190528T155021206190
