Vset[DAC]   V[V]      dVRMS[mV]   dVpp[mV]   I[A]     dIRMS[mA]   dIpp[mA]   R[ohm]   T[C]     State      Timestamp
  130      -4.7855      0.61        1.25    0.071638     0.025     0.062    66.802    28.884    0b1111    20190610T154939862754
  120      -4.7575      0.00        0.00    0.071194     0.019     0.063    66.825    28.884    0b1111    20190610T154940820596
  110      -4.3612      0.00        0.00    0.065438     0.000     0.000    66.648    28.916    0b1111    20190610T154941779554
  100      -3.9638      0.00        0.00    0.059625     0.000     0.000    66.478    28.916    0b1111    20190610T154942737693
   90      -3.5675      0.00        0.00    0.053812     0.000     0.000    66.295    28.884    0b1111    20190610T154943700706
   80      -3.1713      0.00        0.00    0.048037     0.031     0.063    66.016    28.947    0b1111    20190610T154944667690
   70      -2.7750      0.00        0.00    0.042250     0.000     0.000    65.680    28.916    0b1111    20190610T154945639311
   60      -2.3762      0.00        0.00    0.036438     0.000     0.000    65.214    28.916    0b1111    20190610T154946606650
   50      -1.9800      0.00        0.00    0.030625     0.000     0.000    64.653    28.947    0b1111    20190610T154947576269
   40      -1.5825      0.00        0.00    0.024875     0.000     0.000    63.618    28.947    0b1111    20190610T154948539752
   30      -1.1862      0.00        0.00    0.019075     0.025     0.062    62.189    28.947    0b1111    20190610T154949497474
   20      -0.7900      0.00        0.00    0.013375     0.000     0.000    59.065    28.947    0b1111    20190610T154950457474
   10      -0.3937      0.00        0.00    0.007619     0.019     0.063    51.682    28.947    0b1111    20190610T154951418936
    0      -0.0000      0.00        0.00    0.001875     0.000     0.000    -0.000    28.947    0b1111    20190610T154952381950
