Vset[DAC]   V[V]      dVRMS[mV]   dVpp[mV]   I[A]     dIRMS[mA]   dIpp[mA]   R[ohm]   T[C]     State      Timestamp
  130      -4.7863      0.00        0.00    0.042981     0.029     0.062   111.357    24.477       0b0    20190410T154218767131
  120      -4.4931      0.63        1.25    0.039875     0.000     0.000   112.680    24.413       0b0    20190410T154219721553
  110      -4.1175      0.00        0.00    0.035925     0.025     0.062   114.614    24.445       0b0    20190410T154220677576
  100      -3.7437      0.00        0.00    0.031944     0.019     0.063   117.198    24.445       0b0    20190410T154221632025
   90      -3.3700      0.00        0.00    0.028000     0.000     0.000   120.357    24.445       0b0    20190410T154222589039
   80      -2.9950      0.00        0.00    0.024062     0.000     0.000   124.468    24.445       0b0    20190410T154223543492
   70      -2.6206      0.62        1.25    0.020137     0.025     0.063   130.137    24.445       0b0    20190410T154224498763
   60      -2.2437      0.00        0.00    0.016187     0.000     0.000   138.610    24.445       0b0    20190410T154225453625
   50      -1.8694      0.62        1.25    0.012250     0.000     0.000   152.602    24.445       0b0    20190410T154226409557
   40      -1.4950      0.00        0.00    0.008319     0.019     0.063   179.715    24.413       0b0    20190410T154227363058
   30      -1.1200      0.00        0.00    0.004419     0.029     0.062   253.465    24.413       0b0    20190410T154228316663
   20      -0.7462      0.00        0.00    0.000562     0.000     0.000  1326.667    24.413       0b0    20190410T154229271152
   10      -0.3712      0.00        0.00    0.000000     0.000     0.000     1.000    24.413       0b0    20190410T154230228132
    0      -0.0000      0.00        0.00    0.000000     0.000     0.000     1.000    24.413       0b0    20190410T154231184387
