Vset[DAC]   V[V]      dVRMS[mV]   dVpp[mV]   I[A]     dIRMS[mA]   dIpp[mA]   R[ohm]   T[C]     State      Timestamp
  130      -4.7869      0.63        1.25    0.047375     0.000     0.000   101.042    24.889       0b0    20190606T175549746429
  120      -4.5475      0.00        0.00    0.044938     0.000     0.000   101.196    24.889       0b0    20190606T175550711924
  110      -4.1685      0.50        1.25    0.041063     0.000     0.000   101.516    24.857       0b0    20190606T175551674138
  100      -3.7900      0.00        0.00    0.037187     0.000     0.000   101.916    24.889       0b0    20190606T175552636161
   90      -3.4121      0.57        1.25    0.033313     0.000     0.000   102.428    24.857       0b0    20190606T175553606620
   80      -3.0329      0.57        1.25    0.029437     0.000     0.000   103.028    24.889       0b0    20190606T175554565350
   70      -2.6544      0.63        1.25    0.025569     0.019     0.063   103.813    24.857       0b0    20190606T175555525532
   60      -2.2731      0.63        1.25    0.021688     0.000     0.000   104.813    24.826       0b0    20190606T175556488306
   50      -1.8939      0.37        1.25    0.017813     0.000     0.000   106.323    24.857       0b0    20190606T175557457285
   40      -1.5150      0.00        0.00    0.013938     0.000     0.000   108.700    24.857       0b0    20190606T175558423176
   30      -1.1363      0.00        0.00    0.010063     0.000     0.000   112.919    24.857       0b0    20190606T175559383268
   20      -0.7575      0.00        0.00    0.006262     0.025     0.063   120.958    24.826       0b0    20190606T175600345106
   10      -0.3780      0.61        1.25    0.002375     0.000     0.000   159.158    24.857       0b0    20190606T175601305708
    0      -0.0000      0.00        0.00    0.000000     0.000     0.000     1.000    24.857       0b0    20190606T175602264926
