Vset[DAC]   V[V]      dVRMS[mV]   dVpp[mV]   I[A]     dIRMS[mA]   dIpp[mA]   R[ohm]   T[C]     State      Timestamp
  130      -4.7788      0.00        0.00    0.060813     0.000     0.000    78.582    24.192    0b1111    20190529T115603659450
  120      -4.7275      0.00        0.00    0.060000     0.000     0.000    78.792    24.160    0b1111    20190529T115604620921
  110      -4.3325      0.00        0.00    0.054312     0.000     0.000    79.770    24.223    0b1111    20190529T115605587821
  100      -3.9387      0.00        0.00    0.048563     0.000     0.000    81.107    24.192    0b1111    20190529T115606555807
   90      -3.5450      0.00        0.00    0.042875     0.000     0.000    82.682    24.223    0b1111    20190529T115607517790
   80      -3.1513      0.00        0.00    0.037125     0.000     0.000    84.882    24.223    0b1111    20190529T115608487656
   70      -2.7563      0.00        0.00    0.031438     0.000     0.000    87.674    24.223    0b1111    20190529T115609459016
   60      -2.3599      0.37        1.25    0.025688     0.000     0.000    91.869    24.223    0b1111    20190529T115610430261
   50      -1.9659      0.57        1.25    0.020000     0.000     0.000    98.294    24.255    0b1111    20190529T115611396492
   40      -1.5715      0.50        1.25    0.014313     0.000     0.000   109.799    24.223    0b1111    20190529T115612363305
   30      -1.1775      0.00        0.00    0.008613     0.025     0.063   136.720    24.223    0b1111    20190529T115613329452
   20      -0.7825      0.00        0.00    0.002950     0.025     0.063   265.254    24.223    0b1111    20190529T115614296812
   10      -0.3887      0.00        0.00    0.000000     0.000     0.000     1.000    24.223    0b1111    20190529T115615263013
    0      -0.0000      0.00        0.00    0.000000     0.000     0.000     1.000    24.223    0b1111    20190529T115616229491
