Vset[DAC]   V[V]      dVRMS[mV]   dVpp[mV]   I[A]     dIRMS[mA]   dIpp[mA]   R[ohm]   T[C]     State      Timestamp
  130      -4.7550      0.00        0.00    0.066625     0.000     0.000    71.370    26.538     0b111    20190613T131623939476
  120      -4.5951      0.38        1.25    0.064438     0.000     0.000    71.311    26.506     0b111    20190613T131624903476
  110      -4.2112      0.00        0.00    0.059250     0.000     0.000    71.076    26.538     0b111    20190613T131625863909
  100      -3.8275      0.00        0.00    0.054062     0.000     0.000    70.798    26.569     0b111    20190613T131626822916
   90      -3.4450      0.00        0.00    0.048875     0.000     0.000    70.486    26.538     0b111    20190613T131627782667
   80      -3.0613      0.00        0.00    0.043687     0.000     0.000    70.072    26.538     0b111    20190613T131628740893
   70      -2.6778      0.50        1.25    0.038500     0.000     0.000    69.552    26.569     0b111    20190613T131629698343
   60      -2.2924      0.37        1.25    0.033300     0.025     0.063    68.840    26.538     0b111    20190613T131630658229
   50      -1.9079      0.57        1.25    0.028125     0.000     0.000    67.836    26.538     0b111    20190613T131631616303
   40      -1.5237      0.00        0.00    0.022937     0.000     0.000    66.431    26.538     0b111    20190613T131632573207
   30      -1.1400      0.00        0.00    0.017750     0.000     0.000    64.225    26.538     0b111    20190613T131633530702
   20      -0.7562      0.00        0.00    0.012594     0.031     0.063    60.050    26.538     0b111    20190613T131634490519
   10      -0.3726      0.38        1.25    0.007394     0.029     0.063    50.397    26.569     0b111    20190613T131635448148
    0      -0.0000      0.00        0.00    0.002225     0.031     0.062    -0.000    26.538     0b111    20190613T131636414803
