Vset[DAC]   V[V]      dVRMS[mV]   dVpp[mV]   I[A]     dIRMS[mA]   dIpp[mA]   R[ohm]   T[C]     State      Timestamp
  130      -4.7805      0.61        1.25    0.080875     0.000     0.000    59.110    24.160    0b1001    20190624T123756562790
  120      -4.5777      0.50        1.25    0.077381     0.019     0.063    59.158    24.192    0b1001    20190624T123757527563
  110      -4.1950      0.00        0.00    0.070881     0.019     0.063    59.183    24.192    0b1001    20190624T123758493295
  100      -3.8137      0.00        0.00    0.064413     0.031     0.063    59.208    24.192    0b1001    20190624T123759459738
   90      -3.4325      0.00        0.00    0.057937     0.000     0.000    59.245    24.192    0b1001    20190624T123800424516
   80      -3.0513      0.00        0.00    0.051438     0.000     0.000    59.320    24.192    0b1001    20190624T123801391378
   70      -2.6700      0.00        0.00    0.045000     0.000     0.000    59.333    24.160    0b1001    20190624T123802358497
   60      -2.2850      0.00        0.00    0.038500     0.000     0.000    59.351    24.160    0b1001    20190624T123803325001
   50      -1.9038      0.00        0.00    0.032050     0.025     0.063    59.399    24.192    0b1001    20190624T123804288172
   40      -1.5225      0.00        0.00    0.025569     0.019     0.063    59.545    24.160    0b1001    20190624T123805252817
   30      -1.1404      0.57        1.25    0.019125     0.000     0.000    59.627    24.192    0b1001    20190624T123806216763
   20      -0.7586      0.37        1.25    0.012750     0.000     0.000    59.500    24.160    0b1001    20190624T123807183036
   10      -0.3775      0.00        0.00    0.006313     0.000     0.000    59.802    24.192    0b1001    20190624T123808149355
    0      -0.0000      0.00        0.00    0.000000     0.000     0.000     1.000    24.160    0b1001    20190624T123809115720
