Vset[DAC]   V[V]      dVRMS[mV]   dVpp[mV]   I[A]     dIRMS[mA]   dIpp[mA]   R[ohm]   T[C]     State      Timestamp
  130      -4.7875      0.00        0.00    0.053031     0.031     0.062    90.277    26.601       0b0    20190613T112923060509
  120      -4.6425      0.00        0.00    0.051438     0.000     0.000    90.255    26.601       0b0    20190613T112924021077
  110      -4.2537      0.00        0.00    0.047362     0.025     0.063    89.813    26.569       0b0    20190613T112924978883
  100      -3.8662      0.00        0.00    0.043250     0.000     0.000    89.393    26.569       0b0    20190613T112925935788
   90      -3.4800      0.00        0.00    0.039187     0.000     0.000    88.804    26.569       0b0    20190613T112926895065
   80      -3.0926      0.37        1.25    0.035106     0.029     0.063    88.093    26.569       0b0    20190613T112927855992
   70      -2.7063      0.00        0.00    0.031044     0.029     0.063    87.175    26.569       0b0    20190613T112928815865
   60      -2.3163      0.00        0.00    0.026938     0.000     0.000    85.986    26.569       0b0    20190613T112929773767
   50      -1.9295      0.61        1.25    0.022894     0.029     0.063    84.281    26.569       0b0    20190613T112930732633
   40      -1.5425      0.00        0.00    0.018875     0.000     0.000    81.722    26.569       0b0    20190613T112931690868
   30      -1.1552      0.50        1.25    0.014813     0.000     0.000    77.992    26.538       0b0    20190613T112932646608
   20      -0.7687      0.00        0.00    0.010825     0.025     0.063    71.016    26.569       0b0    20190613T112933601340
   10      -0.3825      0.00        0.00    0.006813     0.000     0.000    56.147    26.538       0b0    20190613T112934562540
    0      -0.0000      0.00        0.00    0.002812     0.000     0.000    -0.000    26.569       0b0    20190613T112935520278
