Vset[DAC]   V[V]      dVRMS[mV]   dVpp[mV]   I[A]     dIRMS[mA]   dIpp[mA]   R[ohm]   T[C]     State      Timestamp
  130      -4.8025      0.00        0.00    0.072750     0.000     0.000    66.014    23.938    0b1001    20190626T142005584361
  120      -4.7250      0.00        0.00    0.071438     0.000     0.000    66.142    23.970    0b1001    20190626T142006553109
  110      -4.3300      0.00        0.00    0.064875     0.000     0.000    66.744    23.938    0b1001    20190626T142007522526
  100      -3.9363      0.00        0.00    0.058306     0.019     0.063    67.510    23.970    0b1001    20190626T142008488660
   90      -3.5425      0.00        0.00    0.051750     0.000     0.000    68.454    23.970    0b1001    20190626T142009453670
   80      -3.1488      0.00        0.00    0.045187     0.000     0.000    69.682    23.938    0b1001    20190626T142010419524
   70      -2.7550      0.00        0.00    0.038625     0.000     0.000    71.327    23.970    0b1001    20190626T142011388013
   60      -2.3599      0.37        1.25    0.032063     0.000     0.000    73.602    23.938    0b1001    20190626T142012352945
   50      -1.9654      0.57        1.25    0.025513     0.025     0.062    77.036    23.938    0b1001    20190626T142013318131
   40      -1.5725      0.00        0.00    0.019000     0.000     0.000    82.763    23.970    0b1001    20190626T142014282299
   30      -1.1800      0.00        0.00    0.012500     0.000     0.000    94.400    23.970    0b1001    20190626T142015246825
   20      -0.7850      0.00        0.00    0.006000     0.000     0.000   130.833    23.970    0b1001    20190626T142016215458
   10      -0.3929      0.57        1.25    0.000000     0.000     0.000     1.000    23.938    0b1001    20190626T142017178433
    0      -0.0000      0.00        0.00    0.000000     0.000     0.000     1.000    23.938    0b1001    20190626T142018145024
