Vset[DAC]   V[V]      dVRMS[mV]   dVpp[mV]   I[A]     dIRMS[mA]   dIpp[mA]   R[ohm]   T[C]     State      Timestamp
  130      -4.7624      0.37        1.25    0.071250     0.000     0.000    66.840    29.867    0b1001    20190612T114331243676
  120      -4.6200      0.00        0.00    0.068875     0.000     0.000    67.078    29.867    0b1001    20190612T114332200158
  110      -4.2350      0.00        0.00    0.062375     0.000     0.000    67.896    29.835    0b1001    20190612T114333155728
  100      -3.8500      0.00        0.00    0.055938     0.000     0.000    68.827    29.867    0b1001    20190612T114334112005
   90      -3.4652      0.50        1.25    0.049500     0.000     0.000    70.005    29.899    0b1001    20190612T114335069819
   80      -3.0800      0.00        0.00    0.043063     0.000     0.000    71.524    29.867    0b1001    20190612T114336027598
   70      -2.6950      0.00        0.00    0.036625     0.000     0.000    73.584    29.867    0b1001    20190612T114336983180
   60      -2.3064      0.38        1.25    0.030150     0.031     0.062    76.497    29.867    0b1001    20190612T114337940788
   50      -1.9225      0.00        0.00    0.023750     0.000     0.000    80.947    29.867    0b1001    20190612T114338898015
   40      -1.5375      0.00        0.00    0.017313     0.000     0.000    88.809    29.899    0b1001    20190612T114339854418
   30      -1.1525      0.00        0.00    0.010875     0.000     0.000   105.977    29.899    0b1001    20190612T114340813782
   20      -0.7663      0.00        0.00    0.004500     0.000     0.000   170.278    29.867    0b1001    20190612T114341773101
   10      -0.3813      0.00        0.00    0.000000     0.000     0.000     1.000    29.867    0b1001    20190612T114342732498
    0      -0.0000      0.00        0.00    0.000000     0.000     0.000     1.000    29.835    0b1001    20190612T114343691099
