Vset[DAC]   V[V]      dVRMS[mV]   dVpp[mV]   I[A]     dIRMS[mA]   dIpp[mA]   R[ohm]   T[C]     State      Timestamp
  130      -4.7675      0.00        0.00    0.038000     0.000     0.000   125.461    24.477       0b0    20190618T160431409611
  120      -4.5187      0.00        0.00    0.035375     0.000     0.000   127.739    24.445       0b0    20190618T160432375371
  110      -4.1413      0.00        0.00    0.031419     0.029     0.063   131.808    24.445       0b0    20190618T160433340294
  100      -3.7650      0.00        0.00    0.027437     0.000     0.000   137.221    24.477       0b0    20190618T160434305919
   90      -3.3894      0.63        1.25    0.023500     0.000     0.000   144.229    24.477       0b0    20190618T160435270366
   80      -3.0130      0.61        1.25    0.019563     0.000     0.000   154.019    24.445       0b0    20190618T160436237221
   70      -2.6364      0.38        1.25    0.015619     0.019     0.062   168.796    24.445       0b0    20190618T160437201374
   60      -2.2575      0.00        0.00    0.011625     0.000     0.000   194.194    24.445       0b0    20190618T160438166072
   50      -1.8813      0.00        0.00    0.007687     0.000     0.000   244.715    24.445       0b0    20190618T160439126462
   40      -1.5059      0.57        1.25    0.003750     0.000     0.000   401.567    24.445       0b0    20190618T160440088575
   30      -1.1300      0.00        0.00    0.000000     0.000     0.000     1.000    24.445       0b0    20190618T160441052286
   20      -0.7533      0.61        1.25    0.000000     0.000     0.000     1.000    24.413       0b0    20190618T160442018927
   10      -0.3775      0.00        0.00    0.000000     0.000     0.000     1.000    24.445       0b0    20190618T160442984780
    0      -0.0012      0.00        0.00    0.000000     0.000     0.000     1.000    24.445       0b0    20190618T160443946286
