Vset[DAC]   V[V]      dVRMS[mV]   dVpp[mV]   I[A]     dIRMS[mA]   dIpp[mA]   R[ohm]   T[C]     State      Timestamp
  130      -4.7857      0.61        1.25    0.067562     0.000     0.000    70.834    29.645    0b1111    20190612T113551884985
  120      -4.6250      0.00        0.00    0.065187     0.000     0.000    70.949    29.645    0b1111    20190612T113552839770
  110      -4.2399      0.37        1.25    0.059562     0.000     0.000    71.184    29.645    0b1111    20190612T113553791468
  100      -3.8550      0.00        0.00    0.053950     0.025     0.063    71.455    29.677    0b1111    20190612T113554750304
   90      -3.4700      0.00        0.00    0.048362     0.025     0.063    71.750    29.677    0b1111    20190612T113555708418
   80      -3.0838      0.00        0.00    0.042750     0.000     0.000    72.135    29.645    0b1111    20190612T113556667015
   70      -2.6975      0.00        0.00    0.037125     0.000     0.000    72.660    29.645    0b1111    20190612T113557624099
   60      -2.3099      0.38        1.25    0.031500     0.000     0.000    73.329    29.677    0b1111    20190612T113558582217
   50      -1.9243      0.61        1.25    0.025894     0.029     0.063    74.313    29.677    0b1111    20190612T113559541134
   40      -1.5388      0.00        0.00    0.020313     0.000     0.000    75.754    29.645    0b1111    20190612T113600499241
   30      -1.1531      0.62        1.25    0.014688     0.000     0.000    78.511    29.677    0b1111    20190612T113601456868
   20      -0.7675      0.00        0.00    0.009163     0.031     0.063    83.765    29.677    0b1111    20190612T113602418338
   10      -0.3813      0.00        0.00    0.003563     0.000     0.000   107.018    29.677    0b1111    20190612T113603376563
    0      -0.0000      0.00        0.00    0.000000     0.000     0.000     1.000    29.645    0b1111    20190612T113604335879
