Vset[DAC]   V[V]      dVRMS[mV]   dVpp[mV]   I[A]     dIRMS[mA]   dIpp[mA]   R[ohm]   T[C]     State      Timestamp
  130      -4.7625      0.00        0.00    0.065313     0.000     0.000    72.919    27.394     0b111    20181005T151018662181
  120      -4.5225      0.00        0.00    0.062000     0.000     0.000    72.944    27.362     0b111    20181005T151019711355
  110      -4.1450      0.00        0.00    0.056769     0.029     0.063    73.016    27.362     0b111    20181005T151020765657
  100      -3.7687      0.00        0.00    0.051581     0.029     0.063    73.064    27.330     0b111    20181005T151021818710
   90      -3.3914      0.38        1.25    0.046400     0.031     0.063    73.090    27.330     0b111    20181005T151022870177
   80      -3.0150      0.00        0.00    0.041200     0.025     0.063    73.180    27.330     0b111    20181005T151023921625
   70      -2.6376      0.37        1.25    0.036056     0.019     0.063    73.153    27.330     0b111    20181005T151024974011
   60      -2.2587      0.00        0.00    0.030838     0.031     0.063    73.247    27.299     0b111    20181005T151026024692
   50      -1.8813      0.00        0.00    0.025675     0.025     0.063    73.272    27.299     0b111    20181005T151027077004
   40      -1.5051      0.37        1.25    0.020500     0.000     0.000    73.421    27.267     0b111    20181005T151028132098
   30      -1.1300      0.00        0.00    0.015313     0.000     0.000    73.796    27.235     0b111    20181005T151029184949
   20      -0.7521      0.57        1.25    0.010188     0.000     0.000    73.828    27.235     0b111    20181005T151030235682
   10      -0.3763      0.00        0.00    0.005056     0.019     0.063    74.413    27.235     0b111    20181005T151031286046
    0      -0.0000      0.00        0.00    0.000000     0.000     0.000     1.000    27.204     0b111    20181005T151032337021
