Vset[DAC]   V[V]      dVRMS[mV]   dVpp[mV]   I[A]     dIRMS[mA]   dIpp[mA]   R[ohm]   T[C]     State      Timestamp
  130      -4.7775      0.00        0.00    0.053938     0.000     0.000    88.575    30.120       0b0    20190612T132128252130
  120      -4.7471      0.57        1.25    0.053562     0.000     0.000    88.628    30.120       0b0    20190612T132129209622
  110      -4.3513      0.00        0.00    0.049375     0.000     0.000    88.127    30.120       0b0    20190612T132130167103
  100      -3.9540      0.50        1.25    0.045150     0.031     0.063    87.575    30.120       0b0    20190612T132131124327
   90      -3.5588      0.00        0.00    0.040938     0.000     0.000    86.931    30.120       0b0    20190612T132132082932
   80      -3.1625      0.00        0.00    0.036687     0.000     0.000    86.201    30.120       0b0    20190612T132133041011
   70      -2.7651      0.37        1.25    0.032500     0.000     0.000    85.081    30.120       0b0    20190612T132133998514
   60      -2.3668      0.61        1.25    0.028250     0.000     0.000    83.779    30.120       0b0    20190612T132134957272
   50      -1.9725      0.00        0.00    0.024044     0.029     0.063    82.038    30.089       0b0    20190612T132135916764
   40      -1.5775      0.00        0.00    0.019813     0.000     0.000    79.621    30.120       0b0    20190612T132136876866
   30      -1.1825      0.00        0.00    0.015625     0.000     0.000    75.680    30.120       0b0    20190612T132137837344
   20      -0.7875      0.00        0.00    0.011456     0.029     0.063    68.740    30.089       0b0    20190612T132138794233
   10      -0.3925      0.00        0.00    0.007250     0.000     0.000    54.138    30.089       0b0    20190612T132139752822
    0      -0.0000      0.00        0.00    0.003056     0.019     0.063    -0.000    30.089       0b0    20190612T132140711641
