Vset[DAC]   V[V]      dVRMS[mV]   dVpp[mV]   I[A]     dIRMS[mA]   dIpp[mA]   R[ohm]   T[C]     State      Timestamp
  130      -4.7600      0.00        0.00    0.079994     0.019     0.062    59.505    29.581    0b1001    20190612T131207693916
  120      -4.6313      0.00        0.00    0.077750     0.000     0.000    59.566    29.581    0b1001    20190612T131208658117
  110      -4.2450      0.00        0.00    0.071250     0.000     0.000    59.579    29.581    0b1001    20190612T131209617101
  100      -3.8599      0.37        1.25    0.064687     0.000     0.000    59.670    29.581    0b1001    20190612T131210575361
   90      -3.4749      0.38        1.25    0.058188     0.000     0.000    59.719    29.581    0b1001    20190612T131211536548
   80      -3.0888      0.00        0.00    0.051681     0.019     0.063    59.765    29.581    0b1001    20190612T131212495149
   70      -2.7029      0.57        1.25    0.045144     0.029     0.063    59.873    29.550    0b1001    20190612T131213454431
   60      -2.3149      0.37        1.25    0.038562     0.000     0.000    60.029    29.581    0b1001    20190612T131214415154
   50      -1.9282      0.61        1.25    0.032063     0.000     0.000    60.140    29.581    0b1001    20190612T131215373010
   40      -1.5425      0.00        0.00    0.025544     0.029     0.062    60.387    29.581    0b1001    20190612T131216332624
   30      -1.1562      0.00        0.00    0.019000     0.000     0.000    60.855    29.613    0b1001    20190612T131217292611
   20      -0.7687      0.00        0.00    0.012506     0.019     0.063    61.469    29.613    0b1001    20190612T131218250478
   10      -0.3835      0.50        1.25    0.006000     0.000     0.000    63.917    29.613    0b1001    20190612T131219209626
    0      -0.0000      0.00        0.00    0.000000     0.000     0.000     1.000    29.613    0b1001    20190612T131220167822
