Vset[DAC]   V[V]      dVRMS[mV]   dVpp[mV]   I[A]     dIRMS[mA]   dIpp[mA]   R[ohm]   T[C]     State      Timestamp
  130      -4.7750      0.00        0.00    0.060400     0.031     0.063    79.056    29.581       0b0    20190612T150438954049
  120      -4.7362      0.00        0.00    0.059981     0.029     0.063    78.962    29.581       0b0    20190612T150439914153
  110      -4.3413      0.00        0.00    0.055813     0.000     0.000    77.783    29.581       0b0    20190612T150440884739
  100      -3.9463      0.00        0.00    0.051625     0.000     0.000    76.441    29.613       0b0    20190612T150441845584
   90      -3.5513      0.00        0.00    0.047438     0.000     0.000    74.862    29.581       0b0    20190612T150442803353
   80      -3.1571      0.57        1.25    0.043250     0.000     0.000    72.997    29.550       0b0    20190612T150443761235
   70      -2.7612      0.00        0.00    0.039062     0.000     0.000    70.688    29.581       0b0    20190612T150444718335
   60      -2.3650      0.00        0.00    0.034875     0.000     0.000    67.814    29.581       0b0    20190612T150445677371
   50      -1.9700      0.00        0.00    0.030687     0.000     0.000    64.196    29.550       0b0    20190612T150446638919
   40      -1.5755      0.61        1.25    0.026506     0.019     0.062    59.439    29.581       0b0    20190612T150447598532
   30      -1.1813      0.00        0.00    0.022363     0.025     0.062    52.823    29.581       0b0    20190612T150448555973
   20      -0.7875      0.00        0.00    0.018200     0.025     0.062    43.269    29.550       0b0    20190612T150449513751
   10      -0.3925      0.00        0.00    0.014050     0.025     0.062    27.936    29.581       0b0    20190612T150450475346
    0      -0.0000      0.00        0.00    0.009875     0.000     0.000    -0.000    29.550       0b0    20190612T150451434256
