Vset[DAC]   V[V]      dVRMS[mV]   dVpp[mV]   I[A]     dIRMS[mA]   dIpp[mA]   R[ohm]   T[C]     State      Timestamp
  130      -4.7638      0.00        0.00    0.053194     0.019     0.063    89.555    24.192       0b0    20190529T104508387173
  120      -4.4837      0.00        0.00    0.050187     0.000     0.000    89.340    24.223       0b0    20190529T104509345397
  110      -4.1087      0.00        0.00    0.046194     0.019     0.062    88.946    24.192       0b0    20190529T104510304138
  100      -3.7362      0.00        0.00    0.042225     0.031     0.062    88.484    24.223       0b0    20190529T104511262869
   90      -3.3625      0.00        0.00    0.038250     0.000     0.000    87.908    24.192       0b0    20190529T104512221933
   80      -2.9888      0.00        0.00    0.034250     0.000     0.000    87.263    24.192       0b0    20190529T104513177226
   70      -2.6150      0.00        0.00    0.030275     0.031     0.063    86.375    24.192       0b0    20190529T104514135820
   60      -2.2388      0.00        0.00    0.026312     0.000     0.000    85.083    24.192       0b0    20190529T104515095008
   50      -1.8663      0.00        0.00    0.022319     0.019     0.062    83.618    24.192       0b0    20190529T104516056027
   40      -1.4925      0.00        0.00    0.018375     0.000     0.000    81.224    24.160       0b0    20190529T104517014421
   30      -1.1199      0.37        1.25    0.014438     0.000     0.000    77.567    24.160       0b0    20190529T104517973136
   20      -0.7462      0.00        0.00    0.010500     0.000     0.000    71.071    24.192       0b0    20190529T104518932327
   10      -0.3736      0.38        1.25    0.006563     0.000     0.000    56.933    24.192       0b0    20190529T104519890724
    0      -0.0000      0.00        0.00    0.002619     0.019     0.062    -0.000    24.192       0b0    20190529T104520852291
