Vset[DAC]   V[V]      dVRMS[mV]   dVpp[mV]   I[A]     dIRMS[mA]   dIpp[mA]   R[ohm]   T[C]     State      Timestamp
  130      -4.8013      0.00        0.00    0.061519     0.029     0.063    78.045    23.843       0b0    20190528T110510971662
  120      -4.7250      0.00        0.00    0.060688     0.000     0.000    77.858    23.843       0b0    20190528T110511930110
  110      -4.3300      0.00        0.00    0.056437     0.000     0.000    76.722    23.843       0b0    20190528T110512889598
  100      -3.9350      0.00        0.00    0.052250     0.000     0.000    75.311    23.843       0b0    20190528T110513848826
   90      -3.5423      0.50        1.25    0.048025     0.031     0.063    73.758    23.843       0b0    20190528T110514809443
   80      -3.1480      0.61        1.25    0.043812     0.000     0.000    71.852    23.874       0b0    20190528T110515770955
   70      -2.7538      0.00        0.00    0.039625     0.000     0.000    69.495    23.843       0b0    20190528T110516729035
   60      -2.3575      0.00        0.00    0.035438     0.000     0.000    66.526    23.843       0b0    20190528T110517687229
   50      -1.9640      0.50        1.25    0.031250     0.000     0.000    62.848    23.811       0b0    20190528T110518645649
   40      -1.5712      0.00        0.00    0.027062     0.000     0.000    58.060    23.811       0b0    20190528T110519606698
   30      -1.1776      0.37        1.25    0.022931     0.019     0.063    51.355    23.843       0b0    20190528T110520566600
   20      -0.7850      0.00        0.00    0.018813     0.000     0.000    41.728    23.811       0b0    20190528T110521522548
   10      -0.3924      0.38        1.25    0.014638     0.025     0.063    26.806    23.843       0b0    20190528T110522481447
    0      -0.0000      0.00        0.00    0.010500     0.000     0.000    -0.000    23.811       0b0    20190528T110523439570
