Vset[DAC]   V[V]      dVRMS[mV]   dVpp[mV]   I[A]     dIRMS[mA]   dIpp[mA]   R[ohm]   T[C]     State      Timestamp
  130      -4.7731      0.62        1.25    0.059313     0.000     0.000    80.474    25.079     0b111    20190606T153150334176
  120      -4.7489      0.37        1.25    0.058937     0.000     0.000    80.575    25.079     0b111    20190606T153151294800
  110      -4.3539      0.38        1.25    0.053500     0.000     0.000    81.381    25.048     0b111    20190606T153152254236
  100      -3.9588      0.00        0.00    0.048000     0.000     0.000    82.474    25.079     0b111    20190606T153153212534
   90      -3.5639      0.37        1.25    0.042500     0.000     0.000    83.856    25.079     0b111    20190606T153154171575
   80      -3.1687      0.00        0.00    0.037025     0.031     0.063    85.584    25.079     0b111    20190606T153155129919
   70      -2.7726      0.38        1.25    0.031563     0.000     0.000    87.846    25.079     0b111    20190606T153156087524
   60      -2.3748      0.50        1.25    0.026062     0.000     0.000    91.118    25.079     0b111    20190606T153157043626
   50      -1.9781      0.62        1.25    0.020563     0.000     0.000    96.201    25.079     0b111    20190606T153158003610
   40      -1.5827      0.50        1.25    0.015125     0.000     0.000   104.645    25.079     0b111    20190606T153158962447
   30      -1.1850      0.00        0.00    0.009625     0.000     0.000   123.117    25.079     0b111    20190606T153159918231
   20      -0.7900      0.00        0.00    0.004187     0.000     0.000   188.657    25.079     0b111    20190606T153200875070
   10      -0.3925      0.00        0.00    0.000000     0.000     0.000     1.000    25.079     0b111    20190606T153201834929
    0      -0.0000      0.00        0.00    0.000000     0.000     0.000     1.000    25.079     0b111    20190606T153202795385
