Vset[DAC]   V[V]      dVRMS[mV]   dVpp[mV]   I[A]     dIRMS[mA]   dIpp[mA]   R[ohm]   T[C]     State      Timestamp
  130      -4.7999      0.37        1.25    0.039875     0.000     0.000   120.373    26.062       0b0    20181008T120343234525
  120      -4.7874      0.38        1.25    0.039750     0.000     0.000   120.437    26.062       0b0    20181008T120344296472
  110      -4.4688      0.00        0.00    0.036375     0.000     0.000   122.852    26.094       0b0    20181008T120345358103
  100      -4.0610      0.50        1.25    0.032063     0.000     0.000   126.659    26.062       0b0    20181008T120346420177
   90      -3.6541      0.57        1.25    0.027750     0.000     0.000   131.680    26.062       0b0    20181008T120347482569
   80      -3.2475      0.00        0.00    0.023438     0.000     0.000   138.560    26.062       0b0    20181008T120348542663
   70      -2.8400      0.00        0.00    0.019125     0.000     0.000   148.497    26.062       0b0    20181008T120349601431
   60      -2.4309      0.57        1.25    0.014813     0.000     0.000   164.110    26.062       0b0    20181008T120350664050
   50      -2.0250      0.00        0.00    0.010563     0.000     0.000   191.716    26.062       0b0    20181008T120351724375
   40      -1.6196      0.57        1.25    0.006306     0.019     0.063   256.829    26.030       0b0    20181008T120352781985
   30      -1.2138      0.00        0.00    0.002038     0.031     0.063   595.706    26.062       0b0    20181008T120353840475
   20      -0.8084      0.57        1.25    0.000000     0.000     0.000     1.000    26.062       0b0    20181008T120354904237
   10      -0.4025      0.00        0.00    0.000000     0.000     0.000     1.000    26.030       0b0    20181008T120355964811
    0      -0.0000      0.00        0.00    0.000000     0.000     0.000     1.000    26.030       0b0    20181008T120357025951
