Vset[DAC]   V[V]      dVRMS[mV]   dVpp[mV]   I[A]     dIRMS[mA]   dIpp[mA]   R[ohm]   T[C]     State      Timestamp
  130      -4.7859      0.57        1.25    0.070656     0.031     0.062    67.735    23.748    0b1111    20181005T195809541556
  120      -4.5788      0.00        0.00    0.067562     0.000     0.000    67.771    23.748    0b1111    20181005T195810607057
  110      -4.1963      0.00        0.00    0.061881     0.019     0.063    67.811    23.748    0b1111    20181005T195811665631
  100      -3.8149      0.37        1.25    0.056250     0.000     0.000    67.820    23.779    0b1111    20181005T195812726133
   90      -3.4337      0.00        0.00    0.050562     0.000     0.000    67.911    23.779    0b1111    20181005T195813785697
   80      -3.0519      0.63        1.25    0.044938     0.000     0.000    67.914    23.748    0b1111    20181005T195814847970
   70      -2.6700      0.00        0.00    0.039312     0.000     0.000    67.917    23.779    0b1111    20181005T195815900203
   60      -2.2862      0.00        0.00    0.033625     0.000     0.000    67.993    23.779    0b1111    20181005T195816951308
   50      -1.9038      0.00        0.00    0.028000     0.000     0.000    67.991    23.779    0b1111    20181005T195818003417
   40      -1.5225      0.00        0.00    0.022375     0.000     0.000    68.045    23.779    0b1111    20181005T195819056745
   30      -1.1405      0.61        1.25    0.016750     0.000     0.000    68.090    23.779    0b1111    20181005T195820108689
   20      -0.7588      0.00        0.00    0.011188     0.000     0.000    67.821    23.779    0b1111    20181005T195821162242
   10      -0.3775      0.00        0.00    0.005562     0.000     0.000    67.865    23.779    0b1111    20181005T195822215692
    0      -0.0000      0.00        0.00    0.000013     0.025     0.062    -0.000    23.779    0b1111    20181005T195823267542
