Vset[DAC]   V[V]      dVRMS[mV]   dVpp[mV]   I[A]     dIRMS[mA]   dIpp[mA]   R[ohm]   T[C]     State      Timestamp
  130      -4.8088      0.00        0.00    0.071500     0.000     0.000    67.255    22.131    0b1111    20191210T113842395300
  120      -4.5713      0.00        0.00    0.068000     0.000     0.000    67.224    22.162    0b1111    20191210T113843360024
  110      -4.1900      0.00        0.00    0.062375     0.000     0.000    67.174    22.194    0b1111    20191210T113844323506
  100      -3.8088      0.00        0.00    0.056813     0.000     0.000    67.041    22.194    0b1111    20191210T113845285860
   90      -3.4287      0.00        0.00    0.051219     0.031     0.063    66.943    22.194    0b1111    20191210T113846249439
   80      -3.0475      0.00        0.00    0.045644     0.029     0.063    66.767    22.194    0b1111    20191210T113847210809
   70      -2.6675      0.00        0.00    0.040081     0.029     0.063    66.552    22.194    0b1111    20191210T113848171297
   60      -2.2838      0.00        0.00    0.034500     0.000     0.000    66.196    22.226    0b1111    20191210T113849134026
   50      -1.9028      0.50        1.25    0.028937     0.000     0.000    65.754    22.194    0b1111    20191210T113850095514
   40      -1.5224      0.37        1.25    0.023406     0.031     0.063    65.041    22.226    0b1111    20191210T113851053839
   30      -1.1414      0.37        1.25    0.017875     0.000     0.000    63.853    22.226    0b1111    20191210T113852013107
   20      -0.7605      0.61        1.25    0.012381     0.019     0.063    61.424    22.226    0b1111    20191210T113852974498
   10      -0.3800      0.00        0.00    0.006875     0.000     0.000    55.273    22.226    0b1111    20191210T113853934031
    0      -0.0000      0.00        0.00    0.001375     0.000     0.000    -0.000    22.226    0b1111    20191210T113854898971
