Vset[DAC]   V[V]      dVRMS[mV]   dVpp[mV]   I[A]     dIRMS[mA]   dIpp[mA]   R[ohm]   T[C]     State      Timestamp
  130      -4.7812      0.00        0.00    0.051175     0.025     0.063    93.429    24.192       0b0    20190521T105136205583
  120      -4.5360      0.50        1.25    0.048563     0.000     0.000    93.405    24.223       0b0    20190521T105137164545
  110      -4.1562      0.00        0.00    0.044581     0.029     0.063    93.229    24.223       0b0    20190521T105138123660
  100      -3.7788      0.00        0.00    0.040625     0.000     0.000    93.015    24.192       0b0    20190521T105139083638
   90      -3.4013      0.00        0.00    0.036625     0.000     0.000    92.867    24.192       0b0    20190521T105140042373
   80      -3.0225      0.00        0.00    0.032687     0.000     0.000    92.467    24.192       0b0    20190521T105141002725
   70      -2.6444      0.62        1.25    0.028687     0.000     0.000    92.179    24.192       0b0    20190521T105141960307
   60      -2.2638      0.00        0.00    0.024744     0.019     0.063    91.488    24.192       0b0    20190521T105142916450
   50      -1.8851      0.37        1.25    0.020750     0.000     0.000    90.849    24.192       0b0    20190521T105143880821
   40      -1.5075      0.00        0.00    0.016813     0.000     0.000    89.665    24.192       0b0    20190521T105144844105
   30      -1.1287      0.00        0.00    0.012862     0.025     0.063    87.755    24.192       0b0    20190521T105145808154
   20      -0.7512      0.00        0.00    0.008937     0.000     0.000    84.056    24.160       0b0    20190521T105146772775
   10      -0.3725      0.00        0.00    0.005000     0.000     0.000    74.500    24.160       0b0    20190521T105147727014
    0      -0.0000      0.00        0.00    0.001063     0.000     0.000    -0.000    24.128       0b0    20190521T105148685459
