Vset[DAC]   V[V]      dVRMS[mV]   dVpp[mV]   I[A]     dIRMS[mA]   dIpp[mA]   R[ohm]   T[C]     State      Timestamp
  130      -4.7550      0.00        0.00    0.071625     0.000     0.000    66.387    24.255     0b111    20190412T130602078572
  120      -4.6300      0.00        0.00    0.069875     0.000     0.000    66.261    24.255     0b111    20190412T130603032672
  110      -4.2425      0.00        0.00    0.064500     0.000     0.000    65.775    24.255     0b111    20190412T130603990696
  100      -3.8563      0.00        0.00    0.059169     0.029     0.063    65.174    24.255     0b111    20190412T130604945431
   90      -3.4700      0.00        0.00    0.053819     0.019     0.063    64.476    24.287     0b111    20190412T130605897252
   80      -3.0838      0.00        0.00    0.048500     0.000     0.000    63.582    24.255     0b111    20190412T130606852400
   70      -2.6973      0.50        1.25    0.043187     0.000     0.000    62.454    24.287     0b111    20190412T130607808884
   60      -2.3087      0.00        0.00    0.037813     0.000     0.000    61.058    24.255     0b111    20190412T130608763423
   50      -1.9225      0.00        0.00    0.032500     0.000     0.000    59.154    24.255     0b111    20190412T130609718228
   40      -1.5375      0.00        0.00    0.027175     0.025     0.063    56.578    24.255     0b111    20190412T130610672464
   30      -1.1525      0.00        0.00    0.021875     0.000     0.000    52.686    24.255     0b111    20190412T130611627073
   20      -0.7661      0.37        1.25    0.016563     0.000     0.000    46.257    24.255     0b111    20190412T130612583267
   10      -0.3813      0.00        0.00    0.011250     0.000     0.000    33.889    24.255     0b111    20190412T130613538627
    0      -0.0000      0.00        0.00    0.005937     0.000     0.000    -0.000    24.255     0b111    20190412T130614494237
