Vset[DAC]   V[V]      dVRMS[mV]   dVpp[mV]   I[A]     dIRMS[mA]   dIpp[mA]   R[ohm]   T[C]     State      Timestamp
  130      -4.7750      0.00        0.00    0.043250     0.000     0.000   110.405    30.501       0b0    20190611T121232396678
  120      -4.4800      0.00        0.00    0.040125     0.000     0.000   111.651    30.533       0b0    20190611T121233352758
  110      -4.1063      0.00        0.00    0.036150     0.031     0.062   113.589    30.501       0b0    20190611T121234313373
  100      -3.7328      0.50        1.25    0.032187     0.000     0.000   115.969    30.469       0b0    20190611T121235283507
   90      -3.3600      0.00        0.00    0.028250     0.000     0.000   118.938    30.469       0b0    20190611T121236252611
   80      -2.9862      0.00        0.00    0.024313     0.000     0.000   122.828    30.501       0b0    20190611T121237223857
   70      -2.6125      0.00        0.00    0.020375     0.000     0.000   128.221    30.501       0b0    20190611T121238188397
   60      -2.2362      0.00        0.00    0.016381     0.019     0.063   136.513    30.501       0b0    20190611T121239148834
   50      -1.8625      0.00        0.00    0.012438     0.000     0.000   149.749    30.501       0b0    20190611T121240117937
   40      -1.4900      0.00        0.00    0.008506     0.019     0.063   175.165    30.501       0b0    20190611T121241086796
   30      -1.1150      0.00        0.00    0.004575     0.025     0.063   243.716    30.501       0b0    20190611T121242053728
   20      -0.7412      0.00        0.00    0.000731     0.029     0.063  1013.675    30.469       0b0    20190611T121243015064
   10      -0.3675      0.00        0.00    0.000000     0.000     0.000     1.000    30.469       0b0    20190611T121243972493
    0      -0.0000      0.00        0.00    0.000000     0.000     0.000     1.000    30.469       0b0    20190611T121244927686
