Vset[DAC]   V[V]      dVRMS[mV]   dVpp[mV]   I[A]     dIRMS[mA]   dIpp[mA]   R[ohm]   T[C]     State      Timestamp
  130      -4.7512      0.00        0.00    0.073250     0.000     0.000    64.863    23.272    0b1111    20190529T102752930081
  120      -4.4837      0.00        0.00    0.069250     0.000     0.000    64.747    23.304    0b1111    20190529T102753890330
  110      -4.1087      0.00        0.00    0.063631     0.019     0.062    64.571    23.304    0b1111    20190529T102754850528
  100      -3.7362      0.00        0.00    0.058063     0.000     0.000    64.349    23.367    0b1111    20190529T102755808044
   90      -3.3625      0.00        0.00    0.052500     0.000     0.000    64.048    23.335    0b1111    20190529T102756768277
   80      -2.9888      0.00        0.00    0.046938     0.000     0.000    63.675    23.335    0b1111    20190529T102757729012
   70      -2.6150      0.00        0.00    0.041388     0.025     0.063    63.183    23.367    0b1111    20190529T102758689901
   60      -2.2388      0.00        0.00    0.035813     0.000     0.000    62.513    23.335    0b1111    20190529T102759650456
   50      -1.8661      0.37        1.25    0.030306     0.019     0.063    61.576    23.335    0b1111    20190529T102800610943
   40      -1.4925      0.00        0.00    0.024750     0.000     0.000    60.303    23.367    0b1111    20190529T102801568080
   30      -1.1196      0.57        1.25    0.019237     0.025     0.062    58.200    23.367    0b1111    20190529T102802526309
   20      -0.7462      0.00        0.00    0.013750     0.000     0.000    54.273    23.367    0b1111    20190529T102803486915
   10      -0.3726      0.38        1.25    0.008231     0.029     0.063    45.270    23.367    0b1111    20190529T102804446919
    0      -0.0000      0.00        0.00    0.002694     0.019     0.063    -0.000    23.367    0b1111    20190529T102805403228
