Vset[DAC]   V[V]      dVRMS[mV]   dVpp[mV]   I[A]     dIRMS[mA]   dIpp[mA]   R[ohm]   T[C]     State      Timestamp
  130      -4.7601      0.38        1.25    0.072362     0.025     0.062    65.782    23.938    0b1111    20190618T135351915038
  120      -4.5616      0.57        1.25    0.069375     0.000     0.000    65.753    23.970    0b1111    20190618T135352886855
  110      -4.1812      0.00        0.00    0.063656     0.031     0.062    65.685    23.970    0b1111    20190618T135353860028
  100      -3.8013      0.00        0.00    0.057944     0.019     0.063    65.602    23.938    0b1111    20190618T135354834033
   90      -3.4209      0.57        1.25    0.052250     0.000     0.000    65.471    23.938    0b1111    20190618T135355806490
   80      -3.0400      0.00        0.00    0.046562     0.000     0.000    65.289    23.970    0b1111    20190618T135356774481
   70      -2.6588      0.00        0.00    0.040875     0.000     0.000    65.046    23.970    0b1111    20190618T135357740068
   60      -2.2763      0.00        0.00    0.035181     0.019     0.062    64.701    23.970    0b1111    20190618T135358703930
   50      -1.8964      0.37        1.25    0.029500     0.000     0.000    64.284    23.970    0b1111    20190618T135359664653
   40      -1.5175      0.00        0.00    0.023844     0.031     0.063    63.644    23.970    0b1111    20190618T135400627762
   30      -1.1386      0.37        1.25    0.018187     0.000     0.000    62.605    23.970    0b1111    20190618T135401590725
   20      -0.7575      0.00        0.00    0.012563     0.000     0.000    60.299    23.970    0b1111    20190618T135402559126
   10      -0.3785      0.50        1.25    0.006875     0.000     0.000    55.055    24.001    0b1111    20190618T135403524351
    0      -0.0000      0.00        0.00    0.001231     0.029     0.063    -0.000    24.001    0b1111    20190618T135404487491
