Vset[DAC]   V[V]      dVRMS[mV]   dVpp[mV]   I[A]     dIRMS[mA]   dIpp[mA]   R[ohm]   T[C]     State      Timestamp
  130      -4.7625      0.00        0.00    0.094812     0.000     0.000    50.231    24.667    0b1001    20181030T120114407365
  120      -4.5800      0.00        0.00    0.091625     0.000     0.000    49.986    24.699    0b1001    20181030T120115373335
  110      -4.1975      0.00        0.00    0.085125     0.000     0.000    49.310    24.699    0b1001    20181030T120116338702
  100      -3.8154      0.57        1.25    0.078625     0.000     0.000    48.526    24.699    0b1001    20181030T120117304716
   90      -3.4337      0.00        0.00    0.072144     0.029     0.062    47.596    24.699    0b1001    20181030T120118268044
   80      -3.0515      0.50        1.25    0.065687     0.000     0.000    46.455    24.699    0b1001    20181030T120119234403
   70      -2.6694      0.62        1.25    0.059187     0.000     0.000    45.100    24.699    0b1001    20181030T120120199659
   60      -2.2850      0.00        0.00    0.052687     0.000     0.000    43.369    24.699    0b1001    20181030T120121164621
   50      -1.9025      0.00        0.00    0.046225     0.031     0.062    41.157    24.699    0b1001    20181030T120122129733
   40      -1.5212      0.00        0.00    0.039763     0.025     0.063    38.258    24.667    0b1001    20181030T120123096590
   30      -1.1387      0.00        0.00    0.033337     0.031     0.063    34.158    24.699    0b1001    20181030T120124060508
   20      -0.7550      0.00        0.00    0.026931     0.019     0.063    28.034    24.667    0b1001    20181030T120125026811
   10      -0.3738      0.00        0.00    0.020469     0.031     0.063    18.260    24.699    0b1001    20181030T120125992704
    0      -0.0000      0.00        0.00    0.014006     0.019     0.062    -0.000    24.667    0b1001    20181030T120126957779
