Vavg[V]      Itot[A]     Tboard[C]     Taux1[C]     Taux2[C]     LUstate              Timestamp
 2.25286     4.38500     25.64997      28.59860     27.55231    0b1111111111111111    20190606T134813351416
 2.25281     4.38417     25.64997      28.59860     27.55231    0b1111111111111111    20190606T134813771837
 2.25291     4.38500     25.71338      28.59860     27.58402    0b1111111111111111    20190606T134814191604
 2.25286     4.38333     25.68167      28.59860     27.58402    0b1111111111111111    20190606T134814610883
 2.25286     4.38333     25.74509      28.63031     27.58402    0b1111111111111111    20190606T134815029692
 2.25305     4.38167     27.55231      28.63031     27.61573    0b1111111111111111    20190606T134815449581
 2.25319     4.38417     30.05707      28.63031     27.61573    0b1111111111111111    20190606T134815869371
 2.25333     4.38417     28.40837      28.63031     27.64743    0b1111111111111111    20190606T134816288988
 2.25361     4.38583     34.62270      28.66202     27.64743    0b1111111111111111    20190606T134816709315
 2.25384     4.38417     36.27140      28.63031     27.67914    0b1111111111111111    20190606T134817129950
 2.25398     4.38500     37.92010      28.63031     27.67914    0b1111111111111111    20190606T134817548466
 2.25408     4.38583     39.53710      28.66202     27.67914    0b1111111111111111    20190606T134817967920
 2.25431     4.38667     41.09068      28.66202     27.67914    0b1111111111111111    20190606T134818386336
 2.25459     4.38583     42.51744      28.66202     27.67914    0b1111111111111111    20190606T134818806950
 2.25473     4.38417     43.88079      28.63031     27.71084    0b1111111111111111    20190606T134819227404
 2.25487     4.38750     45.27584      28.66202     27.71084    0b1111111111111111    20190606T134819646683
 2.25511     4.38667     46.70260      28.66202     27.71084    0b1111111111111111    20190606T134820067687
 2.25520     4.38583     47.93912      28.69372     27.74255    0b1111111111111111    20190606T134820493201
 2.25534     4.38917     49.01712      28.66202     27.77425    0b1111111111111111    20190606T134820919190
 2.25544     4.38667     49.93659      28.66202     27.74255    0b1111111111111111    20190606T134821344309
 2.25558     4.38833     50.91947      28.72543     27.74255    0b1111111111111111    20190606T134821765952
 2.25567     4.38917     51.90235      28.69372     27.77425    0b1111111111111111    20190606T134822191793
 2.25581     4.38667     52.79011      28.69372     27.80596    0b1111111111111111    20190606T134822617891
 2.25586     4.39083     53.67787      28.72543     27.77425    0b1111111111111111    20190606T134823042843
 2.25586     4.39083     54.56563      28.69372     27.80596    0b1111111111111111    20190606T134823462493
 2.25609     4.38750     55.29486      28.69372     27.77425    0b1111111111111111    20190606T134823882063
 2.25638     4.38917     55.96068      28.69372     27.77425    0b1111111111111111    20190606T134824302435
 2.25638     4.39000     56.78503      28.69372     27.77425    0b1111111111111111    20190606T134824722356
 2.25642     4.39083     57.38744      28.69372     27.80596    0b1111111111111111    20190606T134825141925
 2.25652     4.39083     57.98985      28.72543     27.80596    0b1111111111111111    20190606T134825561088
 2.25656     4.38917     58.56056      28.69372     27.83767    0b1111111111111111    20190606T134825979579
 2.25652     4.39083     59.13126      28.69372     27.80596    0b1111111111111111    20190606T134826398918
 2.25666     4.39083     59.60685      28.69372     27.80596    0b1111111111111111    20190606T134826817280
 2.25675     4.39167     60.17755      28.72543     27.80596    0b1111111111111111    20190606T134827235907
 2.25694     4.39083     60.49461      28.72543     27.80596    0b1111111111111111    20190606T134827656533
 2.25694     4.39167     60.97020      28.72543     27.80596    0b1111111111111111    20190606T134828076609
 2.25708     4.39250     61.38237      28.72543     27.83767    0b1111111111111111    20190606T134828496379
 2.25713     4.39417     61.76284      28.69372     27.83767    0b1111111111111111    20190606T134828917667
 2.25713     4.39000     62.14331      28.72543     27.80596    0b1111111111111111    20190606T134829340658
 2.25717     4.39083     62.49207      28.72543     27.83767    0b1111111111111111    20190606T134829765426
 2.25727     4.39167     62.84084      28.72543     27.83767    0b1111111111111111    20190606T134830189905
 2.25736     4.39417     63.09448      28.72543     27.86937    0b1111111111111111    20190606T134830613504
 2.25741     4.39167     63.47495      28.72543     27.83767    0b1111111111111111    20190606T134831037632
 2.25745     4.39083     63.85542      28.72543     27.83767    0b1111111111111111    20190606T134831463275
 2.25745     4.39583     64.14077      28.75713     27.83767    0b1111111111111111    20190606T134831889341
 2.25750     4.39333     64.45783      28.75713     27.83767    0b1111111111111111    20190606T134832313198
 2.25764     4.39583     64.80659      28.75713     27.83767    0b1111111111111111    20190606T134832737622
 2.25773     4.39333     65.12365      28.72543     27.86937    0b1111111111111111    20190606T134833161249
 2.25769     4.39333     65.31389      28.75713     27.83767    0b1111111111111111    20190606T134833585093
 2.25769     4.39417     65.66265      28.75713     27.86937    0b1111111111111111    20190606T134834010035
 2.25787     4.39417     65.91630      28.72543     27.86937    0b1111111111111111    20190606T134834436119
 2.25783     4.39500     66.20165      28.75713     27.86937    0b1111111111111111    20190606T134834863229
 2.25797     4.39500     66.48700      28.75713     27.90108    0b1111111111111111    20190606T134835288719
 2.25806     4.39583     66.74065      28.72543     27.86937    0b1111111111111111    20190606T134835712835
 2.25811     4.39500     66.99429      28.75713     27.86937    0b1111111111111111    20190606T134836136776
 2.25825     4.39500     67.15282      28.75713     27.90108    0b1111111111111111    20190606T134836560418
 2.25830     4.39667     67.37476      28.75713     27.86937    0b1111111111111111    20190606T134836983795
 2.25834     4.39500     67.53329      28.75713     27.90108    0b1111111111111111    20190606T134837406872
 2.25839     4.39500     67.72353      28.78884     27.90108    0b1111111111111111    20190606T134837827779
 2.25844     4.39667     67.97717      28.78884     27.90108    0b1111111111111111    20190606T134838247603
 1.27941     2.14833     68.16741      28.78884     27.86937    0b1111111111111111    20190606T134838668365
 0.00000    -0.06333     68.19911      28.75713     27.90108    0b1111111111111111    20190606T134839087968
