Vset[DAC]   V[V]      dVRMS[mV]   dVpp[mV]   I[A]     dIRMS[mA]   dIpp[mA]   R[ohm]   T[C]     State      Timestamp
  130      -4.7729      0.57        1.25    0.051825     0.025     0.063    92.096    23.716       0b0    20190530T112802755445
  120      -4.4637      0.00        0.00    0.048500     0.000     0.000    92.036    23.716       0b0    20190530T112803727601
  110      -4.0911      0.38        1.25    0.044562     0.000     0.000    91.806    23.684       0b0    20190530T112804688560
  100      -3.7189      0.38        1.25    0.040613     0.025     0.063    91.570    23.716       0b0    20190530T112805648013
   90      -3.3475      0.00        0.00    0.036681     0.019     0.062    91.259    23.716       0b0    20190530T112806605005
   80      -2.9750      0.00        0.00    0.032725     0.031     0.063    90.909    23.716       0b0    20190530T112807561416
   70      -2.6025      0.00        0.00    0.028794     0.029     0.062    90.384    23.716       0b0    20190530T112808521994
   60      -2.2288      0.00        0.00    0.024813     0.000     0.000    89.824    23.716       0b0    20190530T112809479234
   50      -1.8562      0.00        0.00    0.020875     0.000     0.000    88.922    23.684       0b0    20190530T112810435963
   40      -1.4838      0.00        0.00    0.016937     0.000     0.000    87.601    23.684       0b0    20190530T112811397655
   30      -1.1113      0.00        0.00    0.013006     0.019     0.062    85.440    23.684       0b0    20190530T112812357812
   20      -0.7387      0.00        0.00    0.009125     0.000     0.000    80.959    23.684       0b0    20190530T112813318632
   10      -0.3663      0.00        0.00    0.005219     0.031     0.062    70.180    23.684       0b0    20190530T112814278159
    0      -0.0000      0.00        0.00    0.001312     0.000     0.000    -0.000    23.716       0b0    20190530T112815235918
