Vset[DAC]   V[V]      dVRMS[mV]   dVpp[mV]   I[A]     dIRMS[mA]   dIpp[mA]   R[ohm]   T[C]     State      Timestamp
  130      -4.7825      0.00        0.00    0.077875     0.000     0.000    61.413    29.867    0b1001    20190612T114317264756
  120      -4.6250      0.00        0.00    0.075187     0.000     0.000    61.513    29.899    0b1001    20190612T114318236769
  110      -4.2396      0.57        1.25    0.068625     0.000     0.000    61.780    29.867    0b1001    20190612T114319208253
  100      -3.8550      0.00        0.00    0.062188     0.000     0.000    61.990    29.899    0b1001    20190612T114320178857
   90      -3.4700      0.00        0.00    0.055750     0.000     0.000    62.242    29.899    0b1001    20190612T114321151838
   80      -3.0838      0.00        0.00    0.049312     0.000     0.000    62.535    29.930    0b1001    20190612T114322111884
   70      -2.6975      0.00        0.00    0.042881     0.019     0.063    62.906    29.962    0b1001    20190612T114323072006
   60      -2.3100      0.00        0.00    0.036438     0.000     0.000    63.396    29.930    0b1001    20190612T114324027618
   50      -1.9248      0.50        1.25    0.030019     0.029     0.063    64.118    29.930    0b1001    20190612T114324983083
   40      -1.5388      0.00        0.00    0.023625     0.000     0.000    65.132    29.930    0b1001    20190612T114325944825
   30      -1.1533      0.61        1.25    0.017187     0.000     0.000    67.098    29.930    0b1001    20190612T114326903603
   20      -0.7675      0.00        0.00    0.010825     0.025     0.063    70.901    29.930    0b1001    20190612T114327859585
   10      -0.3813      0.00        0.00    0.004412     0.031     0.062    86.402    29.962    0b1001    20190612T114328814206
    0      -0.0000      0.00        0.00    0.000000     0.000     0.000     1.000    29.930    0b1001    20190612T114329777062
