Vavg[V]      Itot[A]     Tboard[C]     Taux1[C]     Taux2[C]     LUstate              Timestamp
 2.25422     4.39500     24.60368      29.58148     28.82055    0b1111111111111111    20190604T153950702057
 2.25422     4.39500     24.60368      29.58148     28.82055    0b1111111111111111    20190604T153951122259
 2.25422     4.39417     24.63538      29.58148     28.82055    0b1111111111111111    20190604T153951542274
 2.25427     4.39667     25.26950      29.58148     28.85225    0b1111111111111111    20190604T153951961746
 2.25455     4.39500     26.79138      29.61319     28.85225    0b1111111111111111    20190604T153952380815
 2.25469     4.39583     27.99620      29.58148     28.88396    0b1111111111111111    20190604T153952800244
 2.25473     4.39667     29.42295      29.61319     28.85225    0b1111111111111111    20190604T153953218830
 2.25497     4.39750     30.37413      29.61319     28.88396    0b1111111111111111    20190604T153953638378
 2.25511     4.39750     31.38871      29.61319     28.88396    0b1111111111111111    20190604T153954058364
 2.25530     4.39750     32.59353      29.61319     28.85225    0b1111111111111111    20190604T153954477852
 2.25530     4.39750     33.60812      29.61319     28.88396    0b1111111111111111    20190604T153954898328
 2.25539     4.39667     34.49588      29.61319     28.88396    0b1111111111111111    20190604T153955316736
 2.25544     4.39667     35.47876      29.64490     28.88396    0b1111111111111111    20190604T153955735949
 2.25553     4.39667     36.36652      29.61319     28.91566    0b1111111111111111    20190604T153956155282
 2.25563     4.39750     37.19087      29.64490     28.88396    0b1111111111111111    20190604T153956574697
 2.25567     4.39833     37.98351      29.64490     28.91566    0b1111111111111111    20190604T153956994648
 2.25572     4.39833     38.77616      29.64490     28.91566    0b1111111111111111    20190604T153957413939
 2.25581     4.39833     39.53710      29.64490     28.91566    0b1111111111111111    20190604T153957834525
 2.25591     4.39917     40.17121      29.64490     28.91566    0b1111111111111111    20190604T153958254391
 2.25595     4.39917     40.77362      29.64490     28.91566    0b1111111111111111    20190604T153958675154
 2.25605     4.39917     41.40774      29.67660     28.91566    0b1111111111111111    20190604T153959095417
 2.25623     4.39917     42.01015      29.64490     28.91566    0b1111111111111111    20190604T153959515912
 2.25628     4.39917     42.83450      29.64490     28.91566    0b1111111111111111    20190604T153959935645
 2.25637     4.39917     43.40520      29.64490     28.91566    0b1111111111111111    20190604T154000355351
 2.25647     4.40000     44.16614      29.64490     28.91566    0b1111111111111111    20190604T154000774854
 2.25656     4.39917     44.73684      29.64490     28.94737    0b1111111111111111    20190604T154001194720
 2.25661     4.40000     45.33925      29.67660     28.94737    0b1111111111111111    20190604T154001615427
 2.25670     4.40250     45.90996      29.67660     28.94737    0b1111111111111111    20190604T154002035339
 2.25675     4.40167     46.41725      29.64490     28.94737    0b1111111111111111    20190604T154002454981
 2.25684     4.40167     46.89283      29.67660     28.94737    0b1111111111111111    20190604T154002874975
 2.25694     4.40000     47.24160      29.67660     28.94737    0b1111111111111111    20190604T154003297191
 2.25694     4.40333     47.74889      29.64490     28.94737    0b1111111111111111    20190604T154003720797
 2.25703     4.40500     48.09765      29.67660     28.94737    0b1111111111111111    20190604T154004145607
