Vset[DAC]   V[V]      dVRMS[mV]   dVpp[mV]   I[A]     dIRMS[mA]   dIpp[mA]   R[ohm]   T[C]     State      Timestamp
  130      -4.7638      0.00        0.00    0.068562     0.000     0.000    69.480    29.455     0b111    20190612T143627554674
  120      -4.5781      0.63        1.25    0.065994     0.019     0.062    69.372    29.455     0b111    20190612T143628513020
  110      -4.1956      0.62        1.25    0.060694     0.019     0.063    69.128    29.455     0b111    20190612T143629468991
  100      -3.8139      0.37        1.25    0.055438     0.000     0.000    68.796    29.455     0b111    20190612T143630425589
   90      -3.4335      0.50        1.25    0.050187     0.000     0.000    68.413    29.455     0b111    20190612T143631382196
   80      -3.0514      0.38        1.25    0.044938     0.000     0.000    67.903    29.486     0b111    20190612T143632340097
   70      -2.6700      0.00        0.00    0.039687     0.000     0.000    67.276    29.455     0b111    20190612T143633295587
   60      -2.2862      0.00        0.00    0.034438     0.000     0.000    66.388    29.455     0b111    20190612T143634252693
   50      -1.9039      0.37        1.25    0.029187     0.000     0.000    65.229    29.486     0b111    20190612T143635212432
   40      -1.5225      0.00        0.00    0.023938     0.000     0.000    63.603    29.455     0b111    20190612T143636174039
   30      -1.1412      0.00        0.00    0.018719     0.031     0.062    60.968    29.455     0b111    20190612T143637133526
   20      -0.7600      0.00        0.00    0.013513     0.025     0.062    56.244    29.455     0b111    20190612T143638094523
   10      -0.3788      0.00        0.00    0.008313     0.000     0.000    45.564    29.455     0b111    20190612T143639051831
    0      -0.0000      0.00        0.00    0.003062     0.000     0.000    -0.000    29.455     0b111    20190612T143640012337
