Vset[DAC]   V[V]      dVRMS[mV]   dVpp[mV]   I[A]     dIRMS[mA]   dIpp[mA]   R[ohm]   T[C]     State      Timestamp
  130      -4.7751      0.37        1.25    0.069888     0.025     0.063    68.326    24.604    0b1111    20190522T143818006283
  120      -4.6699      0.37        1.25    0.068294     0.029     0.062    68.379    24.604    0b1111    20190522T143818962842
  110      -4.2789      0.37        1.25    0.062500     0.000     0.000    68.462    24.604    0b1111    20190522T143819921368
  100      -3.8900      0.00        0.00    0.056738     0.025     0.063    68.561    24.604    0b1111    20190522T143820881229
   90      -3.5016      0.57        1.25    0.050956     0.029     0.063    68.718    24.604    0b1111    20190522T143821840182
   80      -3.1125      0.00        0.00    0.045187     0.000     0.000    68.880    24.635    0b1111    20190522T143822796452
   70      -2.7237      0.00        0.00    0.039438     0.000     0.000    69.065    24.604    0b1111    20190522T143823753939
   60      -2.3314      0.37        1.25    0.033625     0.000     0.000    69.335    24.635    0b1111    20190522T143824712905
   50      -1.9425      0.00        0.00    0.027875     0.000     0.000    69.686    24.604    0b1111    20190522T143825671765
   40      -1.5525      0.00        0.00    0.022125     0.000     0.000    70.169    24.635    0b1111    20190522T143826629350
   30      -1.1638      0.00        0.00    0.016356     0.029     0.063    71.150    24.635    0b1111    20190522T143827586584
   20      -0.7737      0.00        0.00    0.010625     0.000     0.000    72.824    24.635    0b1111    20190522T143828548362
   10      -0.3850      0.00        0.00    0.004875     0.000     0.000    78.974    24.635    0b1111    20190522T143829506458
    0      -0.0000      0.00        0.00    0.000000     0.000     0.000     1.000    24.635    0b1111    20190522T143830467049
