Vset[DAC]   V[V]      dVRMS[mV]   dVpp[mV]   I[A]     dIRMS[mA]   dIpp[mA]   R[ohm]   T[C]     State      Timestamp
  130      -4.7613      0.00        0.00    0.077519     0.029     0.063    61.421    24.667    0b1111    20190522T135008314012
  120      -4.7412      0.00        0.00    0.077187     0.000     0.000    61.425    24.699    0b1111    20190522T135009274365
  110      -4.3465      0.50        1.25    0.071306     0.019     0.062    60.955    24.699    0b1111    20190522T135010231945
  100      -3.9513      0.00        0.00    0.065375     0.000     0.000    60.440    24.731    0b1111    20190522T135011191948
   90      -3.5575      0.00        0.00    0.059437     0.000     0.000    59.853    24.699    0b1111    20190522T135012151056
   80      -3.1625      0.00        0.00    0.053500     0.000     0.000    59.112    24.731    0b1111    20190522T135013111549
   70      -2.7675      0.00        0.00    0.047619     0.019     0.063    58.118    24.699    0b1111    20190522T135014072537
   60      -2.3700      0.00        0.00    0.041644     0.029     0.063    56.911    24.731    0b1111    20190522T135015031139
   50      -1.9738      0.00        0.00    0.035750     0.000     0.000    55.210    24.699    0b1111    20190522T135015990870
   40      -1.5775      0.00        0.00    0.029813     0.000     0.000    52.914    24.731    0b1111    20190522T135016950609
   30      -1.1825      0.00        0.00    0.023875     0.000     0.000    49.529    24.699    0b1111    20190522T135017911048
   20      -0.7850      0.00        0.00    0.018000     0.000     0.000    43.611    24.731    0b1111    20190522T135018868473
   10      -0.3900      0.00        0.00    0.012088     0.031     0.063    32.265    24.731    0b1111    20190522T135019824770
    0      -0.0000      0.00        0.00    0.006175     0.025     0.063    -0.000    24.731    0b1111    20190522T135020785679
