Vset[DAC]   V[V]      dVRMS[mV]   dVpp[mV]   I[A]     dIRMS[mA]   dIpp[mA]   R[ohm]   T[C]     State      Timestamp
  130      -4.7704      0.57        1.25    0.050250     0.000     0.000    94.933    29.994       0b0    20190612T102820862141
  120      -4.4738      0.00        0.00    0.047125     0.000     0.000    94.934    29.994       0b0    20190612T102821822128
  110      -4.0999      0.37        1.25    0.043187     0.000     0.000    94.932    29.994       0b0    20190612T102822780949
  100      -3.7265      0.50        1.25    0.039250     0.000     0.000    94.943    29.994       0b0    20190612T102823737061
   90      -3.3540      0.50        1.25    0.035313     0.000     0.000    94.981    29.994       0b0    20190612T102824694827
   80      -2.9812      0.00        0.00    0.031375     0.000     0.000    95.020    29.962       0b0    20190612T102825653022
   70      -2.6088      0.00        0.00    0.027437     0.000     0.000    95.080    29.962       0b0    20190612T102826610933
   60      -2.2338      0.00        0.00    0.023500     0.000     0.000    95.053    29.962       0b0    20190612T102827569535
   50      -1.8605      0.61        1.25    0.019563     0.000     0.000    95.105    29.962       0b0    20190612T102828528000
   40      -1.4875      0.00        0.00    0.015625     0.000     0.000    95.200    29.962       0b0    20190612T102829488973
   30      -1.1150      0.00        0.00    0.011719     0.031     0.063    95.147    29.962       0b0    20190612T102830449085
   20      -0.7412      0.00        0.00    0.007844     0.031     0.063    94.502    29.962       0b0    20190612T102831408542
   10      -0.3687      0.00        0.00    0.003906     0.031     0.063    94.400    29.962       0b0    20190612T102832365240
    0      -0.0000      0.00        0.00    0.000013     0.025     0.062    -0.000    29.930       0b0    20190612T102833331805
