Vset[DAC]   V[V]      dVRMS[mV]   dVpp[mV]   I[A]     dIRMS[mA]   dIpp[mA]   R[ohm]   T[C]     State      Timestamp
  130      -4.7670      0.61        1.25    0.057750     0.000     0.000    82.545    24.477     0b111    20190619T131957276090
  120      -4.6725      0.00        0.00    0.056437     0.000     0.000    82.791    24.477     0b111    20190619T131958240620
  110      -4.2825      0.00        0.00    0.051000     0.000     0.000    83.971    24.509     0b111    20190619T131959206179
  100      -3.8927      0.50        1.25    0.045625     0.000     0.000    85.321    24.509     0b111    20190619T132000170154
   90      -3.5046      0.57        1.25    0.040225     0.031     0.063    87.126    24.540     0b111    20190619T132001134551
   80      -3.1150      0.00        0.00    0.034813     0.000     0.000    89.479    24.477     0b111    20190619T132002102658
   70      -2.7254      0.57        1.25    0.029437     0.000     0.000    92.582    24.509     0b111    20190619T132003065979
   60      -2.3338      0.00        0.00    0.024019     0.029     0.063    97.164    24.509     0b111    20190619T132004030970
   50      -1.9438      0.00        0.00    0.018631     0.019     0.063   104.327    24.509     0b111    20190619T132004995238
   40      -1.5547      0.50        1.25    0.013300     0.025     0.062   116.898    24.540     0b111    20190619T132005960968
   30      -1.1650      0.00        0.00    0.007938     0.000     0.000   146.772    24.540     0b111    20190619T132006923051
   20      -0.7750      0.00        0.00    0.002625     0.000     0.000   295.238    24.477     0b111    20190619T132007886426
   10      -0.3851      0.37        1.25    0.000000     0.000     0.000     1.000    24.509     0b111    20190619T132008852050
    0      -0.0000      0.00        0.00    0.000000     0.000     0.000     1.000    24.509     0b111    20190619T132009819654
