Vset[DAC]   V[V]      dVRMS[mV]   dVpp[mV]   I[A]     dIRMS[mA]   dIpp[mA]   R[ohm]   T[C]     State      Timestamp
  130      -4.7625      0.00        0.00    0.081544     0.029     0.063    58.404    24.318    0b1001    20190606T143100627934
  120      -4.4225      0.00        0.00    0.075688     0.000     0.000    58.431    24.350    0b1001    20190606T143101587659
  110      -4.0533      0.61        1.25    0.069438     0.000     0.000    58.373    24.318    0b1001    20190606T143102545223
  100      -3.6850      0.00        0.00    0.063187     0.000     0.000    58.318    24.350    0b1001    20190606T143103502497
   90      -3.3163      0.00        0.00    0.057000     0.000     0.000    58.180    24.350    0b1001    20190606T143104461486
   80      -2.9475      0.00        0.00    0.050763     0.025     0.063    58.065    24.350    0b1001    20190606T143105418654
   70      -2.5787      0.00        0.00    0.044562     0.000     0.000    57.868    24.350    0b1001    20190606T143106375795
   60      -2.2075      0.00        0.00    0.038312     0.000     0.000    57.618    24.350    0b1001    20190606T143107333939
   50      -1.8389      0.37        1.25    0.032125     0.000     0.000    57.241    24.350    0b1001    20190606T143108292179
   40      -1.4700      0.00        0.00    0.025888     0.025     0.063    56.784    24.382    0b1001    20190606T143109252398
   30      -1.1015      0.50        1.25    0.019688     0.000     0.000    55.949    24.350    0b1001    20190606T143110211759
   20      -0.7337      0.00        0.00    0.013500     0.000     0.000    54.352    24.382    0b1001    20190606T143111170218
   10      -0.3650      0.00        0.00    0.007312     0.000     0.000    49.915    24.413    0b1001    20190606T143112130745
    0      -0.0000      0.00        0.00    0.001125     0.000     0.000    -0.000    24.413    0b1001    20190606T143113092741
