Vset[DAC]   V[V]      dVRMS[mV]   dVpp[mV]   I[A]     dIRMS[mA]   dIpp[mA]   R[ohm]   T[C]     State      Timestamp
  130      -4.7900      0.00        0.00    0.059931     0.019     0.063    79.925    25.904     0b111    20181008T142855242972
  120      -4.5688      0.00        0.00    0.056888     0.025     0.063    80.312    25.935     0b111    20181008T142856292325
  110      -4.1875      0.00        0.00    0.051750     0.000     0.000    80.918    25.935     0b111    20181008T142857345833
  100      -3.8062      0.00        0.00    0.046562     0.000     0.000    81.745    25.967     0b111    20181008T142858396418
   90      -3.4263      0.00        0.00    0.041438     0.000     0.000    82.685    25.967     0b111    20181008T142859447443
   80      -3.0450      0.00        0.00    0.036256     0.019     0.063    83.986    25.967     0b111    20181008T142900496511
   70      -2.6647      0.50        1.25    0.031125     0.000     0.000    85.614    25.967     0b111    20181008T142901550243
   60      -2.2812      0.00        0.00    0.026000     0.000     0.000    87.740    25.967     0b111    20181008T142902603739
   50      -1.9004      0.57        1.25    0.020831     0.029     0.062    91.227    25.967     0b111    20181008T142903654128
   40      -1.5200      0.00        0.00    0.015731     0.029     0.063    96.623    25.967     0b111    20181008T142904703107
   30      -1.1396      0.57        1.25    0.010625     0.000     0.000   107.259    25.999     0b111    20181008T142905754333
   20      -0.7585      0.50        1.25    0.005562     0.000     0.000   136.360    25.967     0b111    20181008T142906804518
   10      -0.3775      0.00        0.00    0.000438     0.000     0.000   862.857    25.999     0b111    20181008T142907855307
    0      -0.0000      0.00        0.00    0.000000     0.000     0.000     1.000    25.967     0b111    20181008T142908906037
