Vset[DAC]   V[V]      dVRMS[mV]   dVpp[mV]   I[A]     dIRMS[mA]   dIpp[mA]   R[ohm]   T[C]     State      Timestamp
  130      -4.7696      0.57        1.25    0.063937     0.000     0.000    74.598    30.120    0b1111    20190611T124032093670
  120      -4.6750      0.00        0.00    0.062500     0.000     0.000    74.800    30.152    0b1111    20190611T124033050306
  110      -4.2840      0.50        1.25    0.056688     0.000     0.000    75.572    30.152    0b1111    20190611T124034011273
  100      -3.8949      0.37        1.25    0.050863     0.025     0.063    76.577    30.152    0b1111    20190611T124034968918
   90      -3.5050      0.00        0.00    0.045012     0.025     0.063    77.867    30.152    0b1111    20190611T124035925524
   80      -3.1138      0.00        0.00    0.039206     0.029     0.063    79.420    30.184    0b1111    20190611T124036883143
   70      -2.7237      0.00        0.00    0.033375     0.000     0.000    81.610    30.152    0b1111    20190611T124037843208
   60      -2.3311      0.38        1.25    0.027562     0.000     0.000    84.576    30.184    0b1111    20190611T124038800109
   50      -1.9413      0.00        0.00    0.021750     0.000     0.000    89.253    30.184    0b1111    20190611T124039755265
   40      -1.5525      0.00        0.00    0.016000     0.000     0.000    97.031    30.152    0b1111    20190611T124040710956
   30      -1.1638      0.00        0.00    0.010219     0.031     0.063   113.884    30.184    0b1111    20190611T124041667420
   20      -0.7737      0.00        0.00    0.004500     0.000     0.000   171.944    30.184    0b1111    20190611T124042630517
   10      -0.3850      0.00        0.00    0.000000     0.000     0.000     1.000    30.216    0b1111    20190611T124043587381
    0      -0.0000      0.00        0.00    0.000000     0.000     0.000     1.000    30.184    0b1111    20190611T124044544013
