Vset[DAC]   V[V]      dVRMS[mV]   dVpp[mV]   I[A]     dIRMS[mA]   dIpp[mA]   R[ohm]   T[C]     State      Timestamp
  130      -4.7670      0.61        1.25    0.066562     0.000     0.000    71.617    23.494    0b1001    20190410T145009687616
  120      -4.6824      0.37        1.25    0.065187     0.000     0.000    71.829    23.494    0b1001    20190410T145010646665
  110      -4.2912      0.00        0.00    0.059063     0.000     0.000    72.656    23.494    0b1001    20190410T145011603170
  100      -3.9010      0.50        1.25    0.053000     0.000     0.000    73.604    23.494    0b1001    20190410T145012561187
   90      -3.5112      0.00        0.00    0.046875     0.000     0.000    74.907    23.494    0b1001    20190410T145013516897
   80      -3.1212      0.00        0.00    0.040750     0.000     0.000    76.595    23.494    0b1001    20190410T145014473937
   70      -2.7300      0.00        0.00    0.034625     0.000     0.000    78.845    23.526    0b1001    20190410T145015428641
   60      -2.3375      0.00        0.00    0.028375     0.000     0.000    82.379    23.526    0b1001    20190410T145016386089
   50      -1.9475      0.00        0.00    0.022125     0.000     0.000    88.023    23.526    0b1001    20190410T145017338741
   40      -1.5563      0.00        0.00    0.015838     0.031     0.063    98.264    23.526    0b1001    20190410T145018294806
   30      -1.1663      0.00        0.00    0.009500     0.000     0.000   122.763    23.526    0b1001    20190410T145019250586
   20      -0.7750      0.00        0.00    0.003100     0.031     0.063   250.000    23.526    0b1001    20190410T145020206417
   10      -0.3850      0.00        0.00    0.000000     0.000     0.000     1.000    23.526    0b1001    20190410T145021163510
    0      -0.0000      0.00        0.00    0.000000     0.000     0.000     1.000    23.557    0b1001    20190410T145022119531
