Vset[DAC]   V[V]      dVRMS[mV]   dVpp[mV]   I[A]     dIRMS[mA]   dIpp[mA]   R[ohm]   T[C]     State      Timestamp
  130      -4.7532      0.61        1.25    0.071506     0.019     0.063    66.473    26.950    0b1001    20190909T155407964965
  120      -4.6750      0.00        0.00    0.070187     0.000     0.000    66.607    26.918    0b1001    20190909T155408928157
  110      -4.2850      0.00        0.00    0.063625     0.000     0.000    67.348    26.950    0b1001    20190909T155409894691
  100      -3.8950      0.00        0.00    0.057125     0.000     0.000    68.184    26.982    0b1001    20190909T155410859254
   90      -3.5063      0.00        0.00    0.050625     0.000     0.000    69.259    26.982    0b1001    20190909T155411822889
   80      -3.1175      0.00        0.00    0.044125     0.000     0.000    70.652    26.982    0b1001    20190909T155412789503
   70      -2.7275      0.00        0.00    0.037625     0.000     0.000    72.492    26.982    0b1001    20190909T155413755368
   60      -2.3360      0.50        1.25    0.031062     0.000     0.000    75.203    26.982    0b1001    20190909T155414722128
   50      -1.9471      0.57        1.25    0.024588     0.031     0.063    79.192    26.950    0b1001    20190909T155415686177
   40      -1.5588      0.00        0.00    0.018125     0.000     0.000    86.000    26.950    0b1001    20190909T155416649272
   30      -1.1687      0.00        0.00    0.011681     0.019     0.063   100.054    26.950    0b1001    20190909T155417610909
   20      -0.7800      0.00        0.00    0.005250     0.000     0.000   148.571    26.950    0b1001    20190909T155418575815
   10      -0.3912      0.00        0.00    0.000000     0.000     0.000     1.000    26.982    0b1001    20190909T155419539678
    0      -0.0021      0.57        1.25    0.000000     0.000     0.000     1.000    26.950    0b1001    20190909T155420510037
