Vset[DAC]   V[V]      dVRMS[mV]   dVpp[mV]   I[A]     dIRMS[mA]   dIpp[mA]   R[ohm]   T[C]     State      Timestamp
  130      -4.7925      0.00        0.00    0.040238     0.025     0.063   119.105    24.001       0b0    20181011T124714215621
  120      -4.6425      0.00        0.00    0.038625     0.000     0.000   120.194    24.001       0b0    20181011T124715270567
  110      -4.2537      0.00        0.00    0.034563     0.000     0.000   123.074    24.001       0b0    20181011T124716331206
  100      -3.8666      0.57        1.25    0.030506     0.019     0.063   126.749    24.001       0b0    20181011T124717392823
   90      -3.4813      0.00        0.00    0.026500     0.000     0.000   131.368    24.001       0b0    20181011T124718452880
   80      -3.0950      0.00        0.00    0.022437     0.000     0.000   137.939    23.970       0b0    20181011T124719517150
   70      -2.7077      0.50        1.25    0.018431     0.019     0.063   146.911    24.001       0b0    20181011T124720576376
   60      -2.3188      0.00        0.00    0.014369     0.019     0.063   161.375    23.970       0b0    20181011T124721636235
   50      -1.9325      0.00        0.00    0.010313     0.000     0.000   187.394    23.970       0b0    20181011T124722688346
   40      -1.5463      0.00        0.00    0.006313     0.000     0.000   244.950    24.001       0b0    20181011T124723740954
   30      -1.1587      0.00        0.00    0.002312     0.000     0.000   501.081    23.970       0b0    20181011T124724791526
   20      -0.7725      0.00        0.00    0.000000     0.000     0.000     1.000    23.970       0b0    20181011T124725853797
   10      -0.3862      0.00        0.00    0.000000     0.000     0.000     1.000    23.970       0b0    20181011T124726914677
    0      -0.0000      0.00        0.00    0.000000     0.000     0.000     1.000    24.001       0b0    20181011T124727978098
