Vset[DAC]   V[V]      dVRMS[mV]   dVpp[mV]   I[A]     dIRMS[mA]   dIpp[mA]   R[ohm]   T[C]     State      Timestamp
  130      -4.7638      0.00        0.00    0.076375     0.000     0.000    62.373    29.486    0b1001    20190610T141320531728
  120      -4.5906      0.63        1.25    0.073438     0.000     0.000    62.511    29.518    0b1001    20190610T141321489257
  110      -4.2062      0.00        0.00    0.066937     0.000     0.000    62.838    29.518    0b1001    20190610T141322449948
  100      -3.8240      0.50        1.25    0.060500     0.000     0.000    63.207    29.518    0b1001    20190610T141323406467
   90      -3.4414      0.37        1.25    0.054062     0.000     0.000    63.655    29.518    0b1001    20190610T141324364696
   80      -3.0587      0.00        0.00    0.047625     0.000     0.000    64.226    29.550    0b1001    20190610T141325326689
   70      -2.6763      0.00        0.00    0.041187     0.000     0.000    64.977    29.550    0b1001    20190610T141326283048
   60      -2.2910      0.50        1.25    0.034750     0.000     0.000    65.928    29.518    0b1001    20190610T141327240661
   50      -1.9080      0.61        1.25    0.028331     0.029     0.063    67.346    29.550    0b1001    20190610T141328196729
   40      -1.5263      0.00        0.00    0.021938     0.000     0.000    69.573    29.550    0b1001    20190610T141329153267
   30      -1.1438      0.00        0.00    0.015563     0.000     0.000    73.494    29.550    0b1001    20190610T141330110712
   20      -0.7613      0.00        0.00    0.009194     0.019     0.063    82.801    29.518    0b1001    20190610T141331067726
   10      -0.3793      0.61        1.25    0.002812     0.000     0.000   134.844    29.550    0b1001    20190610T141332024058
    0      -0.0000      0.00        0.00    0.000000     0.000     0.000     1.000    29.550    0b1001    20190610T141332981661
