Vavg[V]      Itot[A]     Tboard[C]     Taux1[C]     Taux2[C]     LUstate              Timestamp
 2.24808     4.36083     23.81103      28.24984     27.33037    0b1111111111111111    20190618T144756706377
 2.24812     4.36250     23.81103      28.24984     27.33037    0b1111111111111111    20190618T144757130617
 2.24812     4.36417     23.84274      28.24984     27.33037    0b1111111111111111    20190618T144757554478
 2.24812     4.36333     23.87445      28.24984     27.33037    0b1111111111111111    20190618T144757974593
 2.24812     4.36167     23.87445      28.24984     27.33037    0b1111111111111111    20190618T144758399775
 2.24817     4.36333     23.93786      28.24984     27.33037    0b1111111111111111    20190618T144758825751
 2.24812     4.36250     23.93786      28.24984     27.33037    0b1111111111111111    20190618T144759251767
 2.24827     4.36167     25.80850      28.21814     27.36208    0b1111111111111111    20190618T144759677887
 2.24841     4.36250     27.67914      28.24984     27.36208    0b1111111111111111    20190618T144800102806
 2.24869     4.36250     29.26443      28.28155     27.39379    0b1111111111111111    20190618T144800528368
 2.24911     4.36333     30.94483      28.24984     27.39379    0b1111111111111111    20190618T144800954846
 2.24939     4.36333     32.56183      28.28155     27.39379    0b1111111111111111    20190618T144801381328
 2.24958     4.36417     34.05200      28.24984     27.42549    0b1111111111111111    20190618T144801805072
 2.24981     4.36417     35.51046      28.28155     27.42549    0b1111111111111111    20190618T144802227625
 2.24991     4.36500     36.87381      28.31325     27.42549    0b1111111111111111    20190618T144802650645
 2.25014     4.36583     38.20545      28.31325     27.42549    0b1111111111111111    20190618T144803072928
 2.25033     4.36250     39.60051      28.28155     27.42549    0b1111111111111111    20190618T144803496544
 2.25052     4.36500     40.74192      28.31325     27.42549    0b1111111111111111    20190618T144803919169
 2.25075     4.36667     41.78821      28.28155     27.45720    0b1111111111111111    20190618T144804343906
 2.25103     4.36833     42.86620      28.31325     27.45720    0b1111111111111111    20190618T144804764403
 2.25113     4.36667     43.91249      28.31325     27.48890    0b1111111111111111    20190618T144805186892
 2.25122     4.36667     44.99049      28.31325     27.48890    0b1111111111111111    20190618T144805609597
 2.25141     4.37000     45.97337      28.28155     27.48890    0b1111111111111111    20190618T144806036002
 2.25169     4.36917     46.89283      28.31325     27.45720    0b1111111111111111    20190618T144806461609
 2.25173     4.36833     47.74889      28.31325     27.48890    0b1111111111111111    20190618T144806883711
 2.25192     4.36917     48.76347      28.28155     27.48890    0b1111111111111111    20190618T144807305698
 2.25202     4.37167     49.42930      28.31325     27.48890    0b1111111111111111    20190618T144807728702
 2.25211     4.37167     50.28535      28.34496     27.48890    0b1111111111111111    20190618T144808151921
 2.25225     4.37000     50.98288      28.31325     27.48890    0b1111111111111111    20190618T144808575294
 2.25234     4.37167     51.71211      28.34496     27.48890    0b1111111111111111    20190618T144808993531
 2.25258     4.37000     52.37793      28.34496     27.52061    0b1111111111111111    20190618T144809417036
 2.25277     4.37167     53.07546      28.31325     27.55231    0b1111111111111111    20190618T144809840546
 2.25286     4.37083     53.64616      28.31325     27.52061    0b1111111111111111    20190618T144810264572
 2.25300     4.37167     54.31198      28.34496     27.52061    0b1111111111111111    20190618T144810689642
 2.25309     4.37167     54.91439      28.34496     27.52061    0b1111111111111111    20190618T144811109422
 2.25314     4.37250     55.54851      28.34496     27.52061    0b1111111111111111    20190618T144811533123
 2.25319     4.37333     56.08751      28.34496     27.52061    0b1111111111111111    20190618T144811956161
 2.25333     4.37167     56.65821      28.34496     27.52061    0b1111111111111111    20190618T144812375777
 2.25338     4.37000     57.16550      28.34496     27.52061    0b1111111111111111    20190618T144812799640
 2.25347     4.37583     57.67280      28.34496     27.52061    0b1111111111111111    20190618T144813219854
 2.25356     4.37250     58.08497      28.34496     27.55231    0b1111111111111111    20190618T144813642002
 2.25366     4.37500     58.62397      28.34496     27.55231    0b1111111111111111    20190618T144814066087
 2.25380     4.37500     59.03614      28.34496     27.55231    0b1111111111111111    20190618T144814490140
 2.25380     4.37500     59.38491      28.34496     27.55231    0b1111111111111111    20190618T144814914984
 2.25394     4.37667     59.73367      28.37666     27.55231    0b1111111111111111    20190618T144815335672
 2.25408     4.37583     60.08244      28.37666     27.55231    0b1111111111111111    20190618T144815759560
 2.25413     4.37500     60.46290      28.37666     27.55231    0b1111111111111111    20190618T144816183108
 2.25436     4.37250     60.81167      28.37666     27.58402    0b1111111111111111    20190618T144816606055
 2.25450     4.37667     61.16043      28.37666     27.58402    0b1111111111111111    20190618T144817029417
 2.25450     4.37417     61.47749      28.37666     27.58402    0b1111111111111111    20190618T144817450250
 2.25464     4.37667     61.76284      28.34496     27.58402    0b1111111111111111    20190618T144817874537
 2.25469     4.37917     62.07990      28.37666     27.55231    0b1111111111111111    20190618T144818293275
 2.25473     4.37917     62.33354      28.37666     27.55231    0b1111111111111111    20190618T144818716545
 2.25483     4.37917     62.58719      28.37666     27.58402    0b1111111111111111    20190618T144819137552
 2.25488     4.37583     62.84084      28.37666     27.58402    0b1111111111111111    20190618T144819562415
 2.25497     4.37833     63.09448      32.43500     27.58402    0b1111111111111111    20190618T144819987937
 2.25502     4.37833     63.34813      28.37666     27.58402    0b1111111111111111    20190618T144820414553
 2.25520     4.38083     63.63348      24.35003     27.58402    0b1111111111111111    20190618T144820840786
 2.25520     4.38000     63.76030      28.37666     27.58402    0b1111111111111111    20190618T144821264013
 2.25530     4.38000     63.98224      28.37666     27.61573    0b1111111111111111    20190618T144821686565
 2.25534     4.37833     64.17248      28.37666     27.61573    0b1111111111111111    20190618T144822108084
 2.25544     4.37917     64.23589      28.37666     27.58402    0b1111111111111111    20190618T144822534020
 2.25558     4.37917     64.45783      28.37666     27.58402    0b1111111111111111    20190618T144822960423
 2.25553     4.38000     64.74318      28.40837     27.61573    0b1111111111111111    20190618T144823383480
 2.25553     4.38167     65.06024      24.35003     27.58402    0b1111111111111111    20190618T144823806803
 2.25558     4.38000     65.25048      28.40837     27.58402    0b1111111111111111    20190618T144824227593
 2.25567     4.38167     65.47242      28.40837     27.58402    0b1111111111111111    20190618T144824653358
 2.25567     4.38000     65.69436      32.43500     27.64743    0b1111111111111111    20190618T144825080083
 2.25586     4.38083     65.88459      28.40837     27.58402    0b1111111111111111    20190618T144825504968
 2.25591     4.38167     66.01141      28.40837     27.58402    0b1111111111111111    20190618T144825930834
 2.25591     4.38250     66.23335      28.40837     27.58402    0b1111111111111111    20190618T144826352023
 0.31313     0.48167     66.42359      28.40837     27.61573    0b1111111111111111    20190618T144826776261
 0.00000    -0.07583     66.58212      28.40837     27.58402    0b1111111111111111    20190618T144827201629
