Vset[DAC]   V[V]      dVRMS[mV]   dVpp[mV]   I[A]     dIRMS[mA]   dIpp[mA]   R[ohm]   T[C]     State      Timestamp
  130      -4.7475      0.00        0.00    0.082000     0.000     0.000    57.896    23.145    0b1001    20190530T111816054464
  120      -4.4637      0.00        0.00    0.077063     0.000     0.000    57.924    23.177    0b1001    20190530T111817014685
  110      -4.0908      0.61        1.25    0.070688     0.000     0.000    57.871    23.145    0b1001    20190530T111817971975
  100      -3.7188      0.00        0.00    0.064375     0.000     0.000    57.767    23.145    0b1001    20190530T111818932935
   90      -3.3475      0.00        0.00    0.058063     0.000     0.000    57.653    23.177    0b1001    20190530T111819892911
   80      -2.9750      0.00        0.00    0.051750     0.000     0.000    57.488    23.177    0b1001    20190530T111820851854
   70      -2.6026      0.38        1.25    0.045438     0.000     0.000    57.279    23.177    0b1001    20190530T111821814160
   60      -2.2288      0.00        0.00    0.039119     0.019     0.063    56.974    23.177    0b1001    20190530T111822780899
   50      -1.8562      0.00        0.00    0.032813     0.000     0.000    56.571    23.177    0b1001    20190530T111823747879
   40      -1.4838      0.00        0.00    0.026500     0.000     0.000    55.991    23.177    0b1001    20190530T111824716116
   30      -1.1113      0.00        0.00    0.020237     0.025     0.063    54.910    23.177    0b1001    20190530T111825685048
   20      -0.7387      0.00        0.00    0.013981     0.029     0.063    52.839    23.177    0b1001    20190530T111826645655
   10      -0.3663      0.00        0.00    0.007687     0.000     0.000    47.642    23.177    0b1001    20190530T111827606553
    0      -0.0000      0.00        0.00    0.001437     0.000     0.000    -0.000    23.209    0b1001    20190530T111828573014
