Vset[DAC]   V[V]      dVRMS[mV]   dVpp[mV]   I[A]     dIRMS[mA]   dIpp[mA]   R[ohm]   T[C]     State      Timestamp
  130      -4.7563      0.00        0.00    0.077875     0.000     0.000    61.075    25.143    0b1001    20190522T155850498927
  120      -4.5862      0.00        0.00    0.074938     0.000     0.000    61.201    25.143    0b1001    20190522T155851458006
  110      -4.2025      0.00        0.00    0.068375     0.000     0.000    61.463    25.143    0b1001    20190522T155852418868
  100      -3.8200      0.00        0.00    0.061831     0.029     0.062    61.781    25.143    0b1001    20190522T155853378706
   90      -3.4375      0.00        0.00    0.055313     0.000     0.000    62.147    25.174    0b1001    20190522T155854337463
   80      -3.0550      0.00        0.00    0.048812     0.000     0.000    62.586    25.174    0b1001    20190522T155855294942
   70      -2.6714      0.37        1.25    0.042306     0.019     0.063    63.144    25.206    0b1001    20190522T155856254151
   60      -2.2862      0.00        0.00    0.035750     0.000     0.000    63.951    25.143    0b1001    20190522T155857213166
   50      -1.9050      0.00        0.00    0.029250     0.000     0.000    65.128    25.174    0b1001    20190522T155858174027
   40      -1.5225      0.00        0.00    0.022769     0.029     0.063    66.868    25.174    0b1001    20190522T155859132132
   30      -1.1412      0.00        0.00    0.016313     0.000     0.000    69.962    25.174    0b1001    20190522T155900093463
   20      -0.7600      0.00        0.00    0.009875     0.000     0.000    76.962    25.206    0b1001    20190522T155901053105
   10      -0.3775      0.00        0.00    0.003438     0.000     0.000   109.818    25.174    0b1001    20190522T155902013343
    0      -0.0000      0.00        0.00    0.000000     0.000     0.000     1.000    25.174    0b1001    20190522T155902972079
