Vset[DAC]   V[V]      dVRMS[mV]   dVpp[mV]   I[A]     dIRMS[mA]   dIpp[mA]   R[ohm]   T[C]     State      Timestamp
  130      -4.7625      0.00        0.00    0.076562     0.000     0.000    62.204    29.803    0b1001    20190612T105845587312
  120      -4.7490      0.50        1.25    0.076313     0.000     0.000    62.231    29.803    0b1001    20190612T105846547199
  110      -4.3564      0.37        1.25    0.069625     0.000     0.000    62.569    29.803    0b1001    20190612T105847505090
  100      -3.9600      0.00        0.00    0.062875     0.000     0.000    62.982    29.803    0b1001    20190612T105848463282
   90      -3.5637      0.00        0.00    0.056131     0.019     0.063    63.490    29.803    0b1001    20190612T105849421282
   80      -3.1670      0.61        1.25    0.049438     0.000     0.000    64.061    29.803    0b1001    20190612T105850378506
   70      -2.7700      0.00        0.00    0.042687     0.000     0.000    64.890    29.772    0b1001    20190612T105851333385
   60      -2.3704      0.57        1.25    0.035944     0.019     0.063    65.947    29.803    0b1001    20190612T105852291143
   50      -1.9750      0.00        0.00    0.029250     0.000     0.000    67.521    29.803    0b1001    20190612T105853246724
   40      -1.5798      0.50        1.25    0.022613     0.025     0.063    69.862    29.835    0b1001    20190612T105854205136
   30      -1.1838      0.00        0.00    0.015937     0.000     0.000    74.275    29.835    0b1001    20190612T105855164356
   20      -0.7875      0.00        0.00    0.009312     0.000     0.000    84.564    29.835    0b1001    20190612T105856129729
   10      -0.3925      0.00        0.00    0.002675     0.025     0.063   146.729    29.803    0b1001    20190612T105857090577
    0      -0.0000      0.00        0.00    0.000000     0.000     0.000     1.000    29.835    0b1001    20190612T105858051131
