Vavg[V]      Itot[A]     Tboard[C]     Taux1[C]     Taux2[C]     LUstate              Timestamp
 2.24447     4.36750     22.16233      29.39125     28.78884    0b1111111111111111    20190524T174310075926
 2.24447     4.36417     22.16233      29.39125     28.82055    0b1111111111111111    20190524T174310495670
 2.24447     4.36667     22.19404      29.39125     28.82055    0b1111111111111111    20190524T174310915162
 2.24442     4.36583     22.16233      29.39125     28.78884    0b1111111111111111    20190524T174311337908
 2.24447     4.36500     22.22575      29.39125     28.78884    0b1111111111111111    20190524T174311759763
 2.24442     4.36583     22.22575      29.39125     28.78884    0b1111111111111111    20190524T174312180380
 2.24452     4.36583     22.19404      29.39125     28.82055    0b1111111111111111    20190524T174312601421
 2.24447     4.36583     22.22575      29.39125     28.82055    0b1111111111111111    20190524T174313019306
 2.24452     4.36417     22.22575      29.39125     28.78884    0b1111111111111111    20190524T174313442170
 2.24456     4.36583     22.22575      29.42295     28.85225    0b1111111111111111    20190524T174313866384
 2.24452     4.36667     22.22575      29.42295     28.78884    0b1111111111111111    20190524T174314290251
 2.24447     4.36667     22.22575      29.42295     28.82055    0b1111111111111111    20190524T174314713364
 2.24447     4.36750     22.25745      29.39125     28.82055    0b1111111111111111    20190524T174315135612
 2.24456     4.36667     22.25745      29.42295     28.82055    0b1111111111111111    20190524T174315561138
 2.24452     4.36583     22.25745      29.42295     28.78884    0b1111111111111111    20190524T174315986727
 2.24470     4.36500     22.73304      29.42295     28.82055    0b1111111111111111    20190524T174316408151
 2.24494     4.36583     23.90615      29.42295     28.82055    0b1111111111111111    20190524T174316832994
 2.24531     4.36750     25.20609      29.42295     28.85225    0b1111111111111111    20190524T174317255422
 2.24569     4.36750     26.88649      29.42295     28.85225    0b1111111111111111    20190524T174317680411
 2.24611     4.36833     28.75713      29.42295     28.85225    0b1111111111111111    20190524T174318104059
 2.24662     4.37000     30.53266      29.42295     28.85225    0b1111111111111111    20190524T174318524884
 2.24700     4.37000     32.49841      29.45466     28.85225    0b1111111111111111    20190524T174318947552
 2.24756     4.37417     34.74952      29.42295     28.88396    0b1111111111111111    20190524T174319371574
 2.24803     4.37167     36.77869      29.42295     28.88396    0b1111111111111111    20190524T174319796916
 2.24850     4.37250     38.77616      29.45466     28.88396    0b1111111111111111    20190524T174320224408
 2.24897     4.37417     40.48827      29.42295     28.91566    0b1111111111111111    20190524T174320650931
 2.24925     4.37500     42.07356      29.42295     28.91566    0b1111111111111111    20190524T174321073297
 2.24972     4.37500     43.69055      29.42295     28.91566    0b1111111111111111    20190524T174321491840
 2.25014     4.37833     45.21243      29.45466     28.91566    0b1111111111111111    20190524T174321910098
 2.25038     4.37750     46.51237      29.42295     28.91566    0b1111111111111111    20190524T174322331125
 2.25070     4.37667     47.87571      29.42295     28.91566    0b1111111111111111    20190524T174322749120
 2.25094     4.37917     49.27077      29.42295     28.91566    0b1111111111111111    20190524T174323167958
 2.25117     4.37833     50.44388      29.45466     28.91566    0b1111111111111111    20190524T174323588611
 2.25150     4.38000     51.71211      29.42295     28.91566    0b1111111111111111    20190524T174324008461
 2.25169     4.38000     52.72670      29.42295     28.94737    0b1111111111111111    20190524T174324428169
 2.25202     4.37917     53.67787      29.45466     28.94737    0b1111111111111111    20190524T174324847548
 2.25220     4.38000     54.62904      29.45466     28.94737    0b1111111111111111    20190524T174325266302
 2.25234     4.38083     55.38998      29.42295     28.94737    0b1111111111111111    20190524T174325685687
 2.25258     4.38083     56.34115      29.45466     28.94737    0b1111111111111111    20190524T174326104569
 2.25277     4.38083     57.19721      29.48637     28.94737    0b1111111111111111    20190524T174326522732
 2.25305     4.38250     57.89474      29.45466     28.94737    0b1111111111111111    20190524T174326942181
 2.25328     4.38583     58.97273      29.42295     28.97907    0b1111111111111111    20190524T174327360797
 2.25361     4.38417     59.98732      29.45466     28.94737    0b1111111111111111    20190524T174327780264
 2.25375     4.38333     60.58973      29.45466     28.97907    0b1111111111111111    20190524T174328199673
 2.25398     4.38417     61.31896      29.45466     28.94737    0b1111111111111111    20190524T174328619356
 2.25431     4.38417     62.11160      29.45466     28.97907    0b1111111111111111    20190524T174329039020
 2.25450     4.38667     62.74572      29.48637     28.94737    0b1111111111111111    20190524T174329458612
 2.25464     4.38583     63.37984      29.42295     28.97907    0b1111111111111111    20190524T174329877639
 2.25487     4.38667     63.95054      29.45466     28.97907    0b1111111111111111    20190524T174330296342
 2.25497     4.38750     64.23589      29.45466     29.01078    0b1111111111111111    20190524T174330715965
 2.25516     4.38833     64.67977      29.45466     28.97907    0b1111111111111111    20190524T174331135574
 2.25534     4.38833     65.02854      29.45466     28.97907    0b1111111111111111    20190524T174331555357
 2.25558     4.38667     65.40900      29.45466     28.97907    0b1111111111111111    20190524T174331974448
 2.25558     4.38833     65.75777      29.45466     29.01078    0b1111111111111111    20190524T174332393556
 1.80577     3.18583     66.48700      29.45466     28.97907    0b1111111111111111    20190524T174332814085
 0.00000    -0.05917     67.12112      29.45466     28.97907    0b1111111111111111    20190524T174333233289
